,Bedrooms,Property Category,Price(Float),District,Source,Price_per_Bed,district_tier,District Tier
2687,3.0,Apartment,20000000.0,Jahi,Nigeria Property Centre,6666666.666666667,Mid-Range,Mid-Range
2688,2.0,Apartment,3500000.0,Lokogoma,Nigeria Property Centre,1750000.0,Budget,Budget
2689,4.0,Duplex,20000000.0,Kado,Nigeria Property Centre,5000000.0,Mid-Range,Mid-Range
2690,1.0,Apartment,4500000.0,Wuye,Nigeria Property Centre,4500000.0,Luxury,Luxury
2691,5.0,Duplex,30000000.0,Guzape,Nigeria Property Centre,6000000.0,Luxury,Luxury
2692,3.0,Bungalow,15000000.0,Kado,Nigeria Property Centre,5000000.0,Mid-Range,Mid-Range
2693,5.0,Duplex,50000000.0,Maitama,Nigeria Property Centre,10000000.0,Luxury,Luxury
2694,3.0,Duplex,32000000.0,Jabi,Nigeria Property Centre,10666666.666666666,Luxury,Luxury
2695,2.0,Apartment,3500000.0,Gwarinpa,Nigeria Property Centre,1750000.0,Budget,Budget
2696,3.0,Duplex,5000000.0,Apo,Nigeria Property Centre,1666666.6666666667,Mid-Range,Mid-Range
2697,3.0,Duplex,7500000.0,Gwarinpa,Nigeria Property Centre,2500000.0,Budget,Budget
2698,2.0,Apartment,5000000.0,Gwarinpa,Nigeria Property Centre,2500000.0,Budget,Budget
2699,1.0,Apartment,3000000.0,Life Camp,Nigeria Property Centre,3000000.0,Budget,Budget
2700,1.0,Apartment,3500000.0,Jabi,Nigeria Property Centre,3500000.0,Luxury,Luxury
2701,1.0,Apartment,3000000.0,Gwarinpa,Nigeria Property Centre,3000000.0,Budget,Budget
2703,2.0,Apartment,5000000.0,Garki,Nigeria Property Centre,2500000.0,Mid-Range,Mid-Range
2704,4.0,Duplex,5000000.0,Life Camp,Nigeria Property Centre,1250000.0,Budget,Budget
2705,4.0,Duplex,15000000.0,Wuye,Nigeria Property Centre,3750000.0,Luxury,Luxury
2706,4.0,Duplex,15000000.0,Life Camp,Nigeria Property Centre,3750000.0,Budget,Budget
2707,3.0,Duplex,32000000.0,Jabi,Nigeria Property Centre,10666666.666666666,Luxury,Luxury
2708,3.0,Apartment,8000000.0,Garki,Nigeria Property Centre,2666666.6666666665,Mid-Range,Mid-Range
2709,2.0,Apartment,4000000.0,Gwarinpa,Nigeria Property Centre,2000000.0,Budget,Budget
2710,4.0,Duplex,15000000.0,Mabushi,Nigeria Property Centre,3750000.0,Luxury,Luxury
2711,2.0,Apartment,7000000.0,Jahi,Nigeria Property Centre,3500000.0,Mid-Range,Mid-Range
2712,4.0,Duplex,8000000.0,Idu,Nigeria Property Centre,2000000.0,Budget,Budget
2713,3.0,Apartment,8000000.0,Jahi,Nigeria Property Centre,2666666.6666666665,Mid-Range,Mid-Range
2714,2.0,Apartment,4000000.0,Durumi,Nigeria Property Centre,2000000.0,Budget,Budget
2715,4.0,Duplex,20000000.0,Katampe,Nigeria Property Centre,5000000.0,Luxury,Luxury
2716,4.0,Duplex,25000000.0,Wuse,Nigeria Property Centre,6250000.0,Luxury,Luxury
2717,6.0,Duplex,50000000.0,Maitama,Nigeria Property Centre,8333333.333333333,Luxury,Luxury
2718,3.0,Duplex,6500000.0,Gwarinpa,Nigeria Property Centre,2166666.6666666665,Budget,Budget
2719,3.0,Apartment,35000000.0,Jabi,Nigeria Property Centre,11666666.666666666,Luxury,Luxury
2720,2.0,Apartment,13000000.0,Mabushi,Nigeria Property Centre,6500000.0,Luxury,Luxury
2721,4.0,Duplex,10000000.0,Gwarinpa,Nigeria Property Centre,2500000.0,Budget,Budget
2722,4.0,Duplex,10000000.0,Gwarinpa,Nigeria Property Centre,2500000.0,Budget,Budget
2723,3.0,Duplex,32000000.0,Jabi,Nigeria Property Centre,10666666.666666666,Luxury,Luxury
2724,6.0,Duplex,40000000.0,Wuse,Nigeria Property Centre,6666666.666666667,Luxury,Luxury
2725,5.0,Duplex,18000000.0,Katampe,Nigeria Property Centre,3600000.0,Luxury,Luxury
2726,1.0,Apartment,10000000.0,Katampe,Nigeria Property Centre,10000000.0,Luxury,Luxury
2727,1.0,Apartment,4000000.0,Katampe,Nigeria Property Centre,4000000.0,Luxury,Luxury
2728,2.0,Apartment,25000000.0,Asokoro,Nigeria Property Centre,12500000.0,Luxury,Luxury
2729,4.0,Duplex,5500000.0,Lugbe,Nigeria Property Centre,1375000.0,Budget,Budget
2730,2.0,Apartment,3500000.0,Idu,Nigeria Property Centre,1750000.0,Budget,Budget
2731,5.0,Duplex,30000000.0,Wuse,Nigeria Property Centre,6000000.0,Luxury,Luxury
2732,4.0,Duplex,13500000.0,Apo,Nigeria Property Centre,3375000.0,Mid-Range,Mid-Range
2733,4.0,Duplex,5000000.0,Lokogoma,Nigeria Property Centre,1250000.0,Budget,Budget
2734,6.0,Duplex,50000000.0,Maitama,Nigeria Property Centre,8333333.333333333,Luxury,Luxury
2735,4.0,Duplex,25000000.0,Wuse,Nigeria Property Centre,6250000.0,Luxury,Luxury
2736,1.0,Apartment,10000000.0,Guzape,Nigeria Property Centre,10000000.0,Luxury,Luxury
2737,4.0,Apartment,8000000.0,Wuye,Nigeria Property Centre,2000000.0,Luxury,Luxury
2738,5.0,Duplex,15000000.0,Wuye,Nigeria Property Centre,3000000.0,Luxury,Luxury
2739,3.0,Duplex,32000000.0,Jabi,Nigeria Property Centre,10666666.666666666,Luxury,Luxury
2740,4.0,Duplex,12000000.0,Mabushi,Nigeria Property Centre,3000000.0,Luxury,Luxury
2741,3.0,Apartment,8000000.0,Jahi,Nigeria Property Centre,2666666.6666666665,Mid-Range,Mid-Range
2742,4.0,Duplex,30000000.0,Maitama,Nigeria Property Centre,7500000.0,Luxury,Luxury
2743,3.0,Apartment,8000000.0,Mabushi,Nigeria Property Centre,2666666.6666666665,Luxury,Luxury
2744,3.0,Apartment,15000000.0,Wuse,Nigeria Property Centre,5000000.0,Luxury,Luxury
2745,3.0,Apartment,10000000.0,Mabushi,Nigeria Property Centre,3333333.3333333335,Luxury,Luxury
2746,4.0,Duplex,25000000.0,Apo,Nigeria Property Centre,6250000.0,Mid-Range,Mid-Range
2747,4.0,Duplex,15000000.0,Life Camp,Nigeria Property Centre,3750000.0,Budget,Budget
2748,2.0,Apartment,2700000.0,Lugbe,Nigeria Property Centre,1350000.0,Budget,Budget
2750,4.0,Duplex,15000000.0,Life Camp,Nigeria Property Centre,3750000.0,Budget,Budget
2751,3.0,Apartment,4000000.0,Life Camp,Nigeria Property Centre,1333333.3333333333,Budget,Budget
2752,2.0,Apartment,3500000.0,Life Camp,Nigeria Property Centre,1750000.0,Budget,Budget
2753,3.0,Bungalow,6000000.0,Lokogoma,Nigeria Property Centre,2000000.0,Budget,Budget
2754,3.0,Apartment,9000000.0,Jahi,Nigeria Property Centre,3000000.0,Mid-Range,Mid-Range
2755,2.0,Apartment,7000000.0,Wuye,Nigeria Property Centre,3500000.0,Luxury,Luxury
2756,3.0,Duplex,32000000.0,Jabi,Nigeria Property Centre,10666666.666666666,Luxury,Luxury
2757,3.0,Apartment,7000000.0,Kaura,Nigeria Property Centre,2333333.3333333335,Budget,Budget
2758,5.0,Duplex,18000000.0,Katampe,Nigeria Property Centre,3600000.0,Luxury,Luxury
2759,1.0,Apartment,2500000.0,Life Camp,Nigeria Property Centre,2500000.0,Budget,Budget
2761,3.0,Apartment,6000000.0,Jabi,Nigeria Property Centre,2000000.0,Luxury,Luxury
2762,5.0,Duplex,20000000.0,Guzape,Nigeria Property Centre,4000000.0,Luxury,Luxury
2765,3.0,Duplex,10000000.0,Apo,Nigeria Property Centre,3333333.3333333335,Mid-Range,Mid-Range
2766,4.0,Duplex,20000000.0,Wuye,Nigeria Property Centre,5000000.0,Luxury,Luxury
2767,3.0,Apartment,3000000.0,Lugbe,Nigeria Property Centre,1000000.0,Budget,Budget
2768,4.0,Duplex,7000000.0,Lugbe,Nigeria Property Centre,1750000.0,Budget,Budget
2770,3.0,Apartment,10000000.0,Utako,Nigeria Property Centre,3333333.3333333335,Mid-Range,Mid-Range
2771,3.0,Duplex,32000000.0,Jabi,Nigeria Property Centre,10666666.666666666,Luxury,Luxury
2772,3.0,Apartment,5000000.0,Katampe,Nigeria Property Centre,1666666.6666666667,Luxury,Luxury
2773,1.0,Apartment,5000000.0,Katampe,Nigeria Property Centre,5000000.0,Luxury,Luxury
2774,2.0,Apartment,7000000.0,Wuye,Nigeria Property Centre,3500000.0,Luxury,Luxury
2775,4.0,Duplex,12000000.0,Mabushi,Nigeria Property Centre,3000000.0,Luxury,Luxury
2776,3.0,Apartment,4500000.0,Durumi,Nigeria Property Centre,1500000.0,Budget,Budget
2777,2.0,Apartment,6000000.0,Guzape,Nigeria Property Centre,3000000.0,Luxury,Luxury
2778,3.0,Duplex,4000000.0,Lugbe,Nigeria Property Centre,1333333.3333333333,Budget,Budget
2779,5.0,Duplex,12000000.0,Life Camp,Nigeria Property Centre,2400000.0,Budget,Budget
2780,2.0,Apartment,10000000.0,Jahi,Nigeria Property Centre,5000000.0,Mid-Range,Mid-Range
2781,3.0,Apartment,8500000.0,Jahi,Nigeria Property Centre,2833333.3333333335,Mid-Range,Mid-Range
2782,3.0,Apartment,15000000.0,Maitama,Nigeria Property Centre,5000000.0,Luxury,Luxury
2783,4.0,Duplex,15000000.0,Wuye,Nigeria Property Centre,3750000.0,Luxury,Luxury
2784,4.0,Duplex,4500000.0,Lugbe,Nigeria Property Centre,1125000.0,Budget,Budget
2785,4.0,Duplex,18000000.0,Mabushi,Nigeria Property Centre,4500000.0,Luxury,Luxury
2786,2.0,Apartment,5000000.0,Jabi,Nigeria Property Centre,2500000.0,Luxury,Luxury
2787,1.0,Apartment,2000000.0,Apo,Nigeria Property Centre,2000000.0,Mid-Range,Mid-Range
2788,4.0,Duplex,14000000.0,Mabushi,Nigeria Property Centre,3500000.0,Luxury,Luxury
2790,3.0,Duplex,32000000.0,Jabi,Nigeria Property Centre,10666666.666666666,Luxury,Luxury
2791,5.0,Duplex,12000000.0,Lugbe,Nigeria Property Centre,2400000.0,Budget,Budget
2792,4.0,Duplex,25000000.0,Katampe,Nigeria Property Centre,6250000.0,Luxury,Luxury
2793,5.0,Duplex,25000000.0,Wuye,Nigeria Property Centre,5000000.0,Luxury,Luxury
2795,2.0,Duplex,7000000.0,Life Camp,Nigeria Property Centre,3500000.0,Budget,Budget
2796,4.0,Duplex,13000000.0,Jabi,Nigeria Property Centre,3250000.0,Luxury,Luxury
2797,3.0,Duplex,5500000.0,Lugbe,Nigeria Property Centre,1833333.3333333333,Budget,Budget
2798,2.0,Apartment,15000000.0,Jahi,Nigeria Property Centre,7500000.0,Mid-Range,Mid-Range
2799,1.0,Apartment,2000000.0,Lugbe,Nigeria Property Centre,2000000.0,Budget,Budget
2800,4.0,Duplex,25000000.0,Asokoro,Nigeria Property Centre,6250000.0,Luxury,Luxury
2801,4.0,Duplex,17000000.0,Lokogoma,Nigeria Property Centre,4250000.0,Budget,Budget
2802,3.0,Apartment,4000000.0,Durumi,Nigeria Property Centre,1333333.3333333333,Budget,Budget
2803,6.0,Duplex,50000000.0,Maitama,Nigeria Property Centre,8333333.333333333,Luxury,Luxury
2804,5.0,Duplex,20000000.0,Jahi,Nigeria Property Centre,4000000.0,Mid-Range,Mid-Range
2805,4.0,Duplex,15000000.0,Asokoro,Nigeria Property Centre,3750000.0,Luxury,Luxury
2806,3.0,Apartment,30000000.0,Maitama,Nigeria Property Centre,10000000.0,Luxury,Luxury
2807,3.0,Apartment,20000000.0,Maitama,Nigeria Property Centre,6666666.666666667,Luxury,Luxury
2808,3.0,Duplex,32000000.0,Jabi,Nigeria Property Centre,10666666.666666666,Luxury,Luxury
2809,2.0,Apartment,6500000.0,Katampe,Nigeria Property Centre,3250000.0,Luxury,Luxury
2810,3.0,Apartment,20000000.0,Maitama,Nigeria Property Centre,6666666.666666667,Luxury,Luxury
2811,1.0,Apartment,4500000.0,Guzape,Nigeria Property Centre,4500000.0,Luxury,Luxury
2812,4.0,Duplex,15000000.0,Guzape,Nigeria Property Centre,3750000.0,Luxury,Luxury
2813,2.0,Apartment,12000000.0,Jahi,Nigeria Property Centre,6000000.0,Mid-Range,Mid-Range
2814,2.0,Bungalow,26000000.0,Maitama,Nigeria Property Centre,13000000.0,Luxury,Luxury
2815,3.0,Bungalow,12000000.0,Wuse,Nigeria Property Centre,4000000.0,Luxury,Luxury
2816,2.0,Apartment,15000000.0,Jahi,Nigeria Property Centre,7500000.0,Mid-Range,Mid-Range
2817,2.0,Apartment,15000000.0,Guzape,Nigeria Property Centre,7500000.0,Luxury,Luxury
2818,3.0,Apartment,20000000.0,Maitama,Nigeria Property Centre,6666666.666666667,Luxury,Luxury
2819,3.0,Apartment,8500000.0,Jahi,Nigeria Property Centre,2833333.3333333335,Mid-Range,Mid-Range
2820,3.0,Duplex,10000000.0,Asokoro,Nigeria Property Centre,3333333.3333333335,Luxury,Luxury
2822,2.0,Bungalow,9000000.0,Jahi,Nigeria Property Centre,4500000.0,Mid-Range,Mid-Range
2823,2.0,Apartment,2000000.0,Idu,Nigeria Property Centre,1000000.0,Budget,Budget
2824,3.0,Duplex,32000000.0,Jabi,Nigeria Property Centre,10666666.666666666,Luxury,Luxury
2825,3.0,Apartment,8000000.0,Garki,Nigeria Property Centre,2666666.6666666665,Mid-Range,Mid-Range
2826,3.0,Apartment,6000000.0,Garki,Nigeria Property Centre,2000000.0,Mid-Range,Mid-Range
2827,4.0,Duplex,25000000.0,Katampe,Nigeria Property Centre,6250000.0,Luxury,Luxury
2828,4.0,Duplex,12500000.0,Katampe,Nigeria Property Centre,3125000.0,Luxury,Luxury
2829,4.0,Duplex,25000000.0,Maitama,Nigeria Property Centre,6250000.0,Luxury,Luxury
2830,4.0,Duplex,12000000.0,Life Camp,Nigeria Property Centre,3000000.0,Budget,Budget
2831,4.0,Duplex,25000000.0,Maitama,Nigeria Property Centre,6250000.0,Luxury,Luxury
2832,2.0,Apartment,12000000.0,Jahi,Nigeria Property Centre,6000000.0,Mid-Range,Mid-Range
2833,4.0,Duplex,50000000.0,Maitama,Nigeria Property Centre,12500000.0,Luxury,Luxury
2834,4.0,Duplex,27000000.0,Maitama,Nigeria Property Centre,6750000.0,Luxury,Luxury
2836,3.0,Apartment,7000000.0,Jahi,Nigeria Property Centre,2333333.3333333335,Mid-Range,Mid-Range
2837,4.0,Duplex,15000000.0,Jahi,Nigeria Property Centre,3750000.0,Mid-Range,Mid-Range
2838,4.0,Duplex,13000000.0,Jahi,Nigeria Property Centre,3250000.0,Mid-Range,Mid-Range
2839,5.0,Duplex,18000000.0,Guzape,Nigeria Property Centre,3600000.0,Luxury,Luxury
2840,3.0,Apartment,20000000.0,Maitama,Nigeria Property Centre,6666666.666666667,Luxury,Luxury
2841,4.0,Duplex,10000000.0,Mabushi,Nigeria Property Centre,2500000.0,Luxury,Luxury
2842,3.0,Apartment,8000000.0,Kaura,Nigeria Property Centre,2666666.6666666665,Budget,Budget
2843,3.0,Apartment,7000000.0,Wuye,Nigeria Property Centre,2333333.3333333335,Luxury,Luxury
2844,3.0,Duplex,32000000.0,Jabi,Nigeria Property Centre,10666666.666666666,Luxury,Luxury
2845,3.0,Apartment,20000000.0,Katampe,Nigeria Property Centre,6666666.666666667,Luxury,Luxury
2846,4.0,Duplex,15000000.0,Maitama,Nigeria Property Centre,3750000.0,Luxury,Luxury
2847,5.0,Duplex,11000000.0,Gwarinpa,Nigeria Property Centre,2200000.0,Budget,Budget
2848,5.0,Duplex,25000000.0,Wuye,Nigeria Property Centre,5000000.0,Luxury,Luxury
2849,3.0,Bungalow,16000000.0,Maitama,Nigeria Property Centre,5333333.333333333,Luxury,Luxury
2850,3.0,Apartment,8000000.0,Mabushi,Nigeria Property Centre,2666666.6666666665,Luxury,Luxury
2852,4.0,Duplex,6000000.0,Gwarinpa,Nigeria Property Centre,1500000.0,Budget,Budget
2853,2.0,Apartment,3000000.0,Idu,Nigeria Property Centre,1500000.0,Budget,Budget
2855,3.0,Bungalow,10000000.0,Jahi,Nigeria Property Centre,3333333.3333333335,Mid-Range,Mid-Range
2856,5.0,Duplex,15000000.0,Mabushi,Nigeria Property Centre,3000000.0,Luxury,Luxury
2857,3.0,Apartment,8000000.0,Jabi,Nigeria Property Centre,2666666.6666666665,Luxury,Luxury
2858,4.0,Duplex,30000000.0,Wuse,Nigeria Property Centre,7500000.0,Luxury,Luxury
2859,2.0,Apartment,12000000.0,Wuse,Nigeria Property Centre,6000000.0,Luxury,Luxury
2860,3.0,Apartment,6000000.0,Jabi,Nigeria Property Centre,2000000.0,Luxury,Luxury
2861,3.0,Duplex,32000000.0,Jabi,Nigeria Property Centre,10666666.666666666,Luxury,Luxury
2862,5.0,Duplex,30000000.0,Katampe,Nigeria Property Centre,6000000.0,Luxury,Luxury
2863,2.0,Apartment,10000000.0,Jahi,Nigeria Property Centre,5000000.0,Mid-Range,Mid-Range
2864,4.0,Bungalow,10000000.0,Gwarinpa,Nigeria Property Centre,2500000.0,Budget,Budget
2867,4.0,Duplex,12000000.0,Mabushi,Nigeria Property Centre,3000000.0,Luxury,Luxury
2868,1.0,Apartment,1800000.0,Gwarinpa,Nigeria Property Centre,1800000.0,Budget,Budget
2869,2.0,Bungalow,3000000.0,Gwarinpa,Nigeria Property Centre,1500000.0,Budget,Budget
2870,1.0,Apartment,4000000.0,Utako,Nigeria Property Centre,4000000.0,Mid-Range,Mid-Range
2871,2.0,Bungalow,3500000.0,Gwarinpa,Nigeria Property Centre,1750000.0,Budget,Budget
2872,1.0,Apartment,2500000.0,Life Camp,Nigeria Property Centre,2500000.0,Budget,Budget
2873,4.0,Duplex,15000000.0,Guzape,Nigeria Property Centre,3750000.0,Luxury,Luxury
2876,3.0,Duplex,10000000.0,Kado,Nigeria Property Centre,3333333.3333333335,Mid-Range,Mid-Range
2877,3.0,Apartment,20000000.0,Jahi,Nigeria Property Centre,6666666.666666667,Mid-Range,Mid-Range
2878,3.0,Duplex,32000000.0,Jabi,Nigeria Property Centre,10666666.666666666,Luxury,Luxury
2879,4.0,Duplex,17000008.0,Katampe,Nigeria Property Centre,4250002.0,Luxury,Luxury
2880,6.0,Duplex,30000000.0,Katampe,Nigeria Property Centre,5000000.0,Luxury,Luxury
2881,4.0,Duplex,25000000.0,Maitama,Nigeria Property Centre,6250000.0,Luxury,Luxury
2882,3.0,Apartment,8000000.0,Wuye,Nigeria Property Centre,2666666.6666666665,Luxury,Luxury
2883,2.0,Apartment,4500000.0,Gwarinpa,Nigeria Property Centre,2250000.0,Budget,Budget
2884,4.0,Duplex,13000000.0,Jahi,Nigeria Property Centre,3250000.0,Mid-Range,Mid-Range
2885,3.0,Apartment,8000000.0,Guzape,Nigeria Property Centre,2666666.6666666665,Luxury,Luxury
2886,4.0,Duplex,30000000.0,Katampe,Nigeria Property Centre,7500000.0,Luxury,Luxury
2887,3.0,Duplex,6000000.0,Life Camp,Nigeria Property Centre,2000000.0,Budget,Budget
2888,5.0,Duplex,13000000.0,Life Camp,Nigeria Property Centre,2600000.0,Budget,Budget
2889,4.0,Duplex,4500000.0,Lugbe,Nigeria Property Centre,1125000.0,Budget,Budget
2890,5.0,Duplex,13000000.0,Life Camp,Nigeria Property Centre,2600000.0,Budget,Budget
2891,3.0,Duplex,32000000.0,Jabi,Nigeria Property Centre,10666666.666666666,Luxury,Luxury
2892,4.0,Duplex,16500000.0,Katampe,Nigeria Property Centre,4125000.0,Luxury,Luxury
2893,3.0,Apartment,40000000.0,Maitama,Nigeria Property Centre,13333333.333333334,Luxury,Luxury
2895,4.0,Duplex,20000000.0,Guzape,Nigeria Property Centre,5000000.0,Luxury,Luxury
2897,3.0,Apartment,10000000.0,Jahi,Nigeria Property Centre,3333333.3333333335,Mid-Range,Mid-Range
2898,4.0,Duplex,18000000.0,Guzape,Nigeria Property Centre,4500000.0,Luxury,Luxury
2899,5.0,Duplex,30000000.0,Asokoro,Nigeria Property Centre,6000000.0,Luxury,Luxury
2900,2.0,Apartment,32000000.0,Garki,Nigeria Property Centre,16000000.0,Mid-Range,Mid-Range
2901,4.0,Duplex,10000000.0,Life Camp,Nigeria Property Centre,2500000.0,Budget,Budget
2902,4.0,Duplex,15000000.0,Asokoro,Nigeria Property Centre,3750000.0,Luxury,Luxury
2905,5.0,Duplex,15000000.0,Kado,Nigeria Property Centre,3000000.0,Mid-Range,Mid-Range
2906,2.0,Apartment,15000000.0,Wuse,Nigeria Property Centre,7500000.0,Luxury,Luxury
2907,3.0,Duplex,32000000.0,Jabi,Nigeria Property Centre,10666666.666666666,Luxury,Luxury
2908,3.0,Apartment,10000000.0,Katampe,Nigeria Property Centre,3333333.3333333335,Luxury,Luxury
2909,2.0,Apartment,4500000.0,Apo,Nigeria Property Centre,2250000.0,Mid-Range,Mid-Range
2910,3.0,Apartment,14500000.0,Guzape,Nigeria Property Centre,4833333.333333333,Luxury,Luxury
2911,3.0,Apartment,15000000.0,Durumi,Nigeria Property Centre,5000000.0,Budget,Budget
2912,3.0,Apartment,8000000.0,Jahi,Nigeria Property Centre,2666666.6666666665,Mid-Range,Mid-Range
2913,4.0,Duplex,15000000.0,Jahi,Nigeria Property Centre,3750000.0,Mid-Range,Mid-Range
2915,3.0,Apartment,35000000.0,Maitama,Nigeria Property Centre,11666666.666666666,Luxury,Luxury
2916,6.0,Duplex,50000000.0,Maitama,Nigeria Property Centre,8333333.333333333,Luxury,Luxury
2917,4.0,Duplex,28000000.0,Guzape,Nigeria Property Centre,7000000.0,Luxury,Luxury
2918,3.0,Duplex,7000000.0,Kabusa,Nigeria Property Centre,2333333.3333333335,Budget,Budget
2919,3.0,Apartment,9000000.0,Mabushi,Nigeria Property Centre,3000000.0,Luxury,Luxury
2920,4.0,Duplex,12000000.0,Jahi,Nigeria Property Centre,3000000.0,Mid-Range,Mid-Range
2921,3.0,Duplex,32000000.0,Jabi,Nigeria Property Centre,10666666.666666666,Luxury,Luxury
2922,2.0,Apartment,2500000.0,Lugbe,Nigeria Property Centre,1250000.0,Budget,Budget
2924,3.0,Apartment,10000000.0,Wuye,Nigeria Property Centre,3333333.3333333335,Luxury,Luxury
2926,4.0,Duplex,12000000.0,Gwarinpa,Nigeria Property Centre,3000000.0,Budget,Budget
2928,3.0,Apartment,45000000.0,Wuye,Nigeria Property Centre,15000000.0,Luxury,Luxury
2929,3.0,Apartment,6000000.0,Life Camp,Nigeria Property Centre,2000000.0,Budget,Budget
2930,5.0,Duplex,30000000.0,Guzape,Nigeria Property Centre,6000000.0,Luxury,Luxury
2931,2.0,Apartment,6000000.0,Jahi,Nigeria Property Centre,3000000.0,Mid-Range,Mid-Range
2932,5.0,Duplex,18000000.0,Katampe,Nigeria Property Centre,3600000.0,Luxury,Luxury
2933,3.0,Apartment,5500000.0,Idu,Nigeria Property Centre,1833333.3333333333,Budget,Budget
2934,2.0,Apartment,15000000.0,Wuse,Nigeria Property Centre,7500000.0,Luxury,Luxury
2935,3.0,Apartment,35000000.0,Maitama,Nigeria Property Centre,11666666.666666666,Luxury,Luxury
2936,2.0,Apartment,6000000.0,Life Camp,Nigeria Property Centre,3000000.0,Budget,Budget
2937,5.0,Duplex,12000000.0,Jahi,Nigeria Property Centre,2400000.0,Mid-Range,Mid-Range
2938,3.0,Duplex,32000000.0,Jabi,Nigeria Property Centre,10666666.666666666,Luxury,Luxury
2939,4.0,Duplex,25000000.0,Katampe,Nigeria Property Centre,6250000.0,Luxury,Luxury
2940,5.0,Duplex,25000000.0,Gwarinpa,Nigeria Property Centre,5000000.0,Budget,Budget
2942,2.0,Apartment,5000000.0,Durumi,Nigeria Property Centre,2500000.0,Budget,Budget
2943,4.0,Duplex,12000000.0,Apo,Nigeria Property Centre,3000000.0,Mid-Range,Mid-Range
2944,3.0,Apartment,20000000.0,Maitama,Nigeria Property Centre,6666666.666666667,Luxury,Luxury
2945,3.0,Duplex,7000000.0,Gwarinpa,Nigeria Property Centre,2333333.3333333335,Budget,Budget
2946,4.0,Duplex,15000000.0,Guzape,Nigeria Property Centre,3750000.0,Luxury,Luxury
2947,2.0,Apartment,5500000.0,Katampe,Nigeria Property Centre,2750000.0,Luxury,Luxury
2948,4.0,Duplex,30000000.0,Guzape,Nigeria Property Centre,7500000.0,Luxury,Luxury
2949,3.0,Apartment,8000000.0,Garki,Nigeria Property Centre,2666666.6666666665,Mid-Range,Mid-Range
2950,3.0,Apartment,8000000.0,Life Camp,Nigeria Property Centre,2666666.6666666665,Budget,Budget
2951,2.0,Apartment,7000000.0,Life Camp,Nigeria Property Centre,3500000.0,Budget,Budget
2952,4.0,Duplex,10000000.0,Life Camp,Nigeria Property Centre,2500000.0,Budget,Budget
2953,2.0,Bungalow,4500000.0,Gwarinpa,Nigeria Property Centre,2250000.0,Budget,Budget
2954,5.0,Duplex,20000000.0,Jabi,Nigeria Property Centre,4000000.0,Luxury,Luxury
2955,2.0,Duplex,4000000.0,Gwarinpa,Nigeria Property Centre,2000000.0,Budget,Budget
2956,2.0,Apartment,45000000.0,Jahi,Nigeria Property Centre,22500000.0,Mid-Range,Mid-Range
2957,2.0,Apartment,6500000.0,Wuye,Nigeria Property Centre,3250000.0,Luxury,Luxury
2958,3.0,Duplex,32000000.0,Jabi,Nigeria Property Centre,10666666.666666666,Luxury,Luxury
2959,4.0,Duplex,12000000.0,Katampe,Nigeria Property Centre,3000000.0,Luxury,Luxury
2960,4.0,Duplex,18000000.0,Katampe,Nigeria Property Centre,4500000.0,Luxury,Luxury
2961,4.0,Duplex,18000000.0,Katampe,Nigeria Property Centre,4500000.0,Luxury,Luxury
2962,3.0,Apartment,10000000.0,Katampe,Nigeria Property Centre,3333333.3333333335,Luxury,Luxury
2963,4.0,Duplex,25000000.0,Katampe,Nigeria Property Centre,6250000.0,Luxury,Luxury
2964,4.0,Duplex,20000000.0,Katampe,Nigeria Property Centre,5000000.0,Luxury,Luxury
2965,4.0,Duplex,8000000.0,Lugbe,Nigeria Property Centre,2000000.0,Budget,Budget
2966,4.0,Duplex,13000000.0,Jabi,Nigeria Property Centre,3250000.0,Luxury,Luxury
2967,5.0,Duplex,20000000.0,Katampe,Nigeria Property Centre,4000000.0,Luxury,Luxury
2968,3.0,Apartment,5500000.0,Durumi,Nigeria Property Centre,1833333.3333333333,Budget,Budget
2969,2.0,Bungalow,3500000.0,Lugbe,Nigeria Property Centre,1750000.0,Budget,Budget
2970,5.0,Duplex,35000000.0,Jabi,Nigeria Property Centre,7000000.0,Luxury,Luxury
2971,4.0,Duplex,35000000.0,Asokoro,Nigeria Property Centre,8750000.0,Luxury,Luxury
2973,3.0,Duplex,32000000.0,Jabi,Nigeria Property Centre,10666666.666666666,Luxury,Luxury
2974,4.0,Duplex,10000000.0,Gwarinpa,Nigeria Property Centre,2500000.0,Budget,Budget
2975,2.0,Apartment,12000000.0,Jahi,Nigeria Property Centre,6000000.0,Mid-Range,Mid-Range
2976,3.0,Apartment,10000000.0,Wuye,Nigeria Property Centre,3333333.3333333335,Luxury,Luxury
2977,4.0,Duplex,18000000.0,Wuye,Nigeria Property Centre,4500000.0,Luxury,Luxury
2980,4.0,Duplex,25000000.0,Maitama,Nigeria Property Centre,6250000.0,Luxury,Luxury
2981,6.0,Duplex,30000000.0,Wuye,Nigeria Property Centre,5000000.0,Luxury,Luxury
2982,4.0,Duplex,15000000.0,Guzape,Nigeria Property Centre,3750000.0,Luxury,Luxury
2983,4.0,Duplex,16000000.0,Life Camp,Nigeria Property Centre,4000000.0,Budget,Budget
2984,4.0,Duplex,20000000.0,Guzape,Nigeria Property Centre,5000000.0,Luxury,Luxury
2985,2.0,Apartment,12000000.0,Jahi,Nigeria Property Centre,6000000.0,Mid-Range,Mid-Range
2986,4.0,Duplex,15000000.0,Guzape,Nigeria Property Centre,3750000.0,Luxury,Luxury
