index,Bedrooms,Property Category,District,Price(Float)
1146,5,Duplex,Asokoro,"35,000,000.00"
1147,5,Duplex,Asokoro,"35,000,000.00"
1148,2,House,Durumi,"10,000,000.00"
1149,3,Duplex,Wuse,"20,000,000.00"
1150,5,Duplex,Maitama,"50,000,000.00"
1151,3,Duplex,Jabi,"32,000,000.00"
1152,5,Duplex,Katampe,"30,000,000.00"
1153,3,House,Asokoro,"15,000,000.00"
1154,3,Duplex,Asokoro,"23,000,000.00"
1155,4,Duplex,Guzape,"15,000,000.00"
1156,5,Duplex,Wuse,"54,198,800.00"
1157,3,Duplex,Asokoro,"25,000,000.00"
1158,4,Duplex,Asokoro,"15,000,000.00"
1159,4,Duplex,Maitama,"40,649,100.00"
1160,5,Duplex,Guzape,"15,000,000.00"
1161,4,Duplex,Wuse,"40,649,100.00"
1162,5,Duplex,Guzape,"47,423,950.00"
1163,3,House,Guzape,"27,099,400.00"
1164,4,Duplex,Asokoro,"19,000,000.00"
1165,3,House,Guzape,"15,000,000.00"
1166,7,Duplex,Asokoro,"90,000,000.00"
1167,4,Duplex,Guzape,"25,000,000.00"
1168,3,House,Guzape,"12,000,000.00"
1169,2,Apartment,Guzape,"18,000,000.00"
1170,8,Duplex,Asokoro,"176,146,100.00"
1171,5,Duplex,Asokoro,"60,000,000.00"
1172,3,Duplex,Jabi,"32,000,000.00"
1173,2,House,Garki,"75,000,000.00"
1174,3,House,Maitama,"20,000,000.00"
1175,4,Duplex,Guzape,"25,000,000.00"
1176,2,House,Mabushi,"47,423,950.00"
1177,2,House,Mabushi,"47,423,950.00"
1178,3,House,Mabushi,"10,000,000.00"
1179,3,Duplex,Asokoro,"12,000,000.00"
1180,5,Duplex,Apo,"40,000,000.00"
1181,5,Duplex,Asokoro,"15,000,000.00"
1182,3,House,Asokoro,"7,500,000.00"
1183,1,Bungalow,Asokoro,"5,500,000.00"
1184,4,Duplex,Guzape,"20,000,000.00"
1185,6,Duplex,Asokoro,"80,000,000.00"
1186,2,House,Maitama,"5,000,000.00"
1187,3,House,Guzape,"10,000,000.00"
1188,2,House,Guzape,"8,000,000.00"
1189,4,Duplex,Guzape,"25,000,000.00"
1190,3,House,Guzape,"13,500,000.00"
1191,5,Duplex,Asokoro,"30,000,000.00"
1192,4,Duplex,Asokoro,"25,000,000.00"
1193,3,Duplex,Jabi,"32,000,000.00"
1194,4,Duplex,Katampe,"13,000,000.00"
1195,2,Apartment,Gwarinpa,"3,500,000.00"
1196,3,Apartment,Wuye,"8,000,000.00"
1197,2,Apartment,Jahi,"7,500,000.00"
1198,8,Duplex,Guzape,"55,000,000.00"
1199,2,Apartment,Katampe,"6,000,000.00"
1200,5,Duplex,Guzape,"65,000,000.00"
1201,4,Duplex,Guzape,"18,000,000.00"
1202,4,Duplex,Guzape,"20,000,000.00"
1203,6,Duplex,Maitama,"50,000,000.00"
1204,6,Duplex,Asokoro,"40,000,000.00"
1205,4,Duplex,Guzape,"18,000,000.00"
1206,5,House,Guzape,"15,000,000.00"
1207,3,Duplex,Guzape,"20,000,000.00"
1208,5,Duplex,Guzape,"30,000,000.00"
1209,1,Bungalow,Asokoro,"7,500,000.00"
1210,5,Duplex,Guzape,"60,000,000.00"
1211,3,Duplex,Jabi,"32,000,000.00"
1212,2,Apartment,Katampe,"7,000,000.00"
1213,4,Duplex,Gwarinpa,"12,000,000.00"
1214,3,Apartment,Gwarinpa,"6,500,000.00"
1215,2,Apartment,Gwarinpa,"4,500,000.00"
1216,6,Duplex,Asokoro,"120,000,000.00"
1217,4,House,Wuye,"25,000,000.00"
1218,2,Apartment,Lugbe,"15,000,000.00"
1219,1,Apartment,Lugbe,"2,500,000.00"
1220,2,Apartment,Maitama,"25,000,000.00"
1221,3,Apartment,Mabushi,"25,000,000.00"
1222,2,Apartment,Gwarinpa,"22,500,000.00"
1223,3,Apartment,Mabushi,"10,500,000.00"
1224,5,Duplex,Mabushi,"15,000,000.00"
1225,3,Apartment,Wuye,"6,500,000.00"
1226,3,Duplex,Jabi,"32,000,000.00"
1227,2,Apartment,Katampe,"7,500,000.00"
1228,4,Duplex,Gwarinpa,"12,000,000.00"
1229,9,Duplex,Asokoro,"80,000,000.00"
1230,4,Duplex,Mabushi,"15,000,000.00"
1231,4,Duplex,Gwarinpa,"12,000,000.00"
1232,2,Apartment,Maitama,"47,423,950.00"
1233,3,Apartment,Jahi,"14,000,000.00"
1234,2,Apartment,Guzape,"7,000,000.00"
1235,2,House,Lugbe,"15,000,000.00"
1236,1,Apartment,Lugbe,"5,000,000.00"
1237,3,Duplex,Lokogoma,"5,000,000.00"
1238,1,Apartment,Maitama,"5,000,000.00"
1239,2,Apartment,Gwarinpa,"4,500,000.00"
1240,3,Duplex,Jabi,"32,000,000.00"
1241,4,Duplex,Katampe,"18,000,000.00"
1242,6,Duplex,Katampe,"25,000,000.00"
1243,2,Apartment,Katampe,"7,000,000.00"
1244,2,Apartment,Gwarinpa,"5,000,000.00"
1245,3,Bungalow,Lugbe,"3,000,000.00"
1246,5,Duplex,Guzape,"28,000,000.00"
1247,3,Apartment,Life Camp,"7,000,000.00"
1248,4,House,Guzape,"18,000,000.00"
1249,6,Duplex,Maitama,"80,000,000.00"
1250,2,Apartment,Life Camp,"4,000,000.00"
1251,5,Duplex,Apo,"30,000,000.00"
1252,2,Apartment,Life Camp,"15,000,000.00"
1253,3,Apartment,Mabushi,"9,500,000.00"
1254,3,Apartment,Wuye,"10,000,000.00"
1255,4,Duplex,Wuye,"25,000,000.00"
1256,5,Duplex,Guzape,"15,000,000.00"
1257,3,Duplex,Jabi,"32,000,000.00"
1258,3,Bungalow,Gwarinpa,"8,000,000.00"
1259,2,Apartment,Gwarinpa,"3,000,000.00"
1260,6,Duplex,Maitama,"50,000,000.00"
1261,4,Duplex,Gwarinpa,"15,000,000.00"
1262,3,Apartment,Guzape,"8,000,000.00"
1263,6,Duplex,Lokogoma,"350,000,000.00"
1264,4,Duplex,Maitama,"25,000,000.00"
1265,4,Duplex,Gwarinpa,"35,000,000.00"
1266,7,Duplex,Asokoro,"35,000,000.00"
1267,3,Apartment,Katampe,"5,000,000.00"
1268,5,Duplex,Maitama,"100,000,000.00"
1269,4,Duplex,Jahi,"15,500,000.00"
1270,5,Duplex,Maitama,"50,000,000.00"
1271,3,Apartment,Jahi,"10,000,000.00"
1272,8,Duplex,Asokoro,"150,000,000.00"
1273,3,Duplex,Wuse,"550,000,000.00"
1274,3,Duplex,Jabi,"32,000,000.00"
1275,4,Duplex,Katampe,"18,000,000.00"
1276,1,Apartment,Katampe,"3,000,000.00"
1277,6,Duplex,Katampe,"35,000,000.00"
1278,5,Duplex,Katampe,"35,000,000.00"
1279,4,Duplex,Jabi,"35,000,000.00"
1280,5,Duplex,Mabushi,"13,000,000.00"
1281,1,Apartment,Gwarinpa,"3,500,000.00"
1282,4,Duplex,Guzape,"15,000,000.00"
1283,4,House,Guzape,"18,000,000.00"
1284,3,House,Asokoro,"13,000,000.00"
1285,3,Apartment,Maitama,"15,000,000.00"
1286,4,Duplex,Jabi,"12,000,000.00"
1287,6,Duplex,Jabi,"20,000,000.00"
1288,2,Apartment,Jahi,"5,000,000.00"
1289,4,Duplex,Jabi,"35,000,000.00"
1290,2,Apartment,Asokoro,"74,523,350.00"
1291,3,Duplex,Jabi,"32,000,000.00"
1292,4,Duplex,Katampe,"30,000,000.00"
1293,2,Bungalow,Lugbe,"2,500,000.00"
1294,5,Duplex,Katampe,"20,000,000.00"
1295,4,Duplex,Maitama,"25,000,000.00"
1296,3,House,Mabushi,"25,000,000.00"
1297,5,Duplex,Guzape,"30,000,000.00"
1298,3,Apartment,Jahi,"13,500,000.00"
1299,6,Duplex,Katampe,"30,000,000.00"
1300,9,Duplex,Maitama,"270,994,000.00"
1301,2,Apartment,Mabushi,"10,000,000.00"
1302,2,Apartment,Durumi,"6,000,000.00"
1303,4,Duplex,Jabi,"35,000,000.00"
1304,4,Duplex,Jahi,"10,000,000.00"
1305,3,Apartment,Jahi,"10,000,000.00"
1306,6,Duplex,Maitama,"50,000,000.00"
1307,3,Duplex,Jahi,"15,000,000.00"
1308,4,Duplex,Maitama,"25,000,000.00"
1309,3,Duplex,Jabi,"32,000,000.00"
1310,3,Apartment,Katampe,"67,748,500.00"
1311,5,Duplex,Katampe,"20,000,000.00"
1312,4,Duplex,Life Camp,"15,000,000.00"
1313,3,Apartment,Garki,"7,000,000.00"
1314,4,Duplex,Maitama,"25,000,000.00"
1315,3,Apartment,Maitama,"16,000,000.00"
1316,2,Bungalow,Jahi,"5,000,000.00"
1317,2,Apartment,Durumi,"4,500,000.00"
1318,4,Duplex,Maitama,"23,000,000.00"
1319,3,Apartment,Jahi,"10,000,000.00"
1320,5,Duplex,Guzape,"25,000,000.00"
1321,2,Apartment,Guzape,"20,000,000.00"
1322,3,Apartment,Jahi,"10,000,000.00"
1323,18,Apartment,Guzape,"100,000,000.00"
1324,7,Duplex,Maitama,"70,000,000.00"
1325,3,Apartment,Jahi,"13,500,000.00"
1326,3,Apartment,Maitama,"16,000,000.00"
1327,3,Duplex,Jabi,"32,000,000.00"
1328,4,Duplex,Kaura,"8,000,000.00"
1329,2,Apartment,Gwarinpa,"4,500,000.00"
1330,5,Duplex,Jahi,"20,000,000.00"
1331,5,Duplex,Maitama,"50,000,000.00"
1332,4,Duplex,Maitama,"30,000,000.00"
1333,4,Duplex,Life Camp,"8,500,000.00"
1334,1,Apartment,Wuse,"10,500,000.00"
1335,3,Apartment,Maitama,"20,000,000.00"
1336,2,Apartment,Wuye,"6,500,000.00"
1337,4,Duplex,Life Camp,"15,000,000.00"
1338,3,Apartment,Maitama,"15,000,000.00"
1339,3,Apartment,Utako,"10,000,000.00"
1340,4,Duplex,Jabi,"40,000,000.00"
1341,2,Apartment,Wuse,"7,000,000.00"
1342,2,Bungalow,Guzape,"12,000,000.00"
1343,4,Duplex,Guzape,"40,000,000.00"
1344,3,Apartment,Guzape,"95,000,000.00"
1345,3,Apartment,Life Camp,"4,000,000.00"
1346,3,Bungalow,Life Camp,"8,000,000.00"
1347,3,Duplex,Jabi,"32,000,000.00"
1348,5,Duplex,Katampe,"35,000,000.00"
1349,5,Duplex,Katampe,"30,000,000.00"
1350,5,Duplex,Katampe,"30,000,000.00"
1351,5,Duplex,Wuye,"27,000,000.00"
1352,4,Duplex,Maitama,"35,000,000.00"
1353,4,Duplex,Apo,"10,000,000.00"
1354,4,Duplex,Maitama,"54,198,800.00"
1355,3,Apartment,Guzape,"12,000,000.00"
1356,3,Duplex,Jahi,"8,500,000.00"
1357,5,House,Wuye,"25,000,000.00"
1358,7,Duplex,Asokoro,"150,000,000.00"
1359,3,Apartment,Maitama,"40,000,000.00"
1360,3,Apartment,Life Camp,"8,000,000.00"
1361,3,Duplex,Jabi,"32,000,000.00"
1362,3,Apartment,Garki,"8,000,000.00"
1363,5,House,Katampe,"18,000,000.00"
1364,3,Apartment,Katampe,"10,000,000.00"
1365,5,Duplex,Katampe,"20,000,000.00"
1366,5,Duplex,Katampe,"18,000,000.00"
1367,3,Apartment,Katampe,"10,000,000.00"
1368,3,Duplex,Gwarinpa,"6,500,000.00"
1369,3,Duplex,Asokoro,"35,000,000.00"
1370,3,Apartment,Life Camp,"7,000,000.00"
1371,3,Apartment,Life Camp,"7,000,000.00"
1372,3,Apartment,Wuse,"25,000,000.00"
1373,3,Apartment,Jahi,"10,000,000.00"
1374,2,Apartment,Gwarinpa,"4,500,000.00"
1375,4,Apartment,Mabushi,"12,000,000.00"
1376,4,Duplex,Apo,"11,500,000.00"
1377,5,Apartment,Lokogoma,"13,000,000.00"
1378,2,Apartment,Lugbe,"6,500,000.00"
1379,3,House,Utako,"8,500,000.00"
1380,3,Duplex,Jabi,"32,000,000.00"
1381,5,Duplex,Kaura,"19,000,000.00"
1382,6,Duplex,Katampe,"35,000,000.00"
1383,28,Apartment,Katampe,"100,000,000.00"
1384,6,Duplex,Apo,"18,000,000.00"
1385,3,Apartment,Wuse,"623,286,200.00"
1386,3,Duplex,Gwarinpa,"7,000,000.00"
1387,4,Duplex,Wuye,"20,000,000.00"
1388,6,Duplex,Gwarinpa,"35,000,000.00"
1389,3,Apartment,Guzape,"9,000,000.00"
1390,1,Bungalow,Lugbe,"700,000.00"
1391,4,Duplex,Life Camp,"8,500,000.00"
1392,4,Duplex,Life Camp,"10,000,000.00"
1393,3,Apartment,Guzape,"10,000,000.00"
1394,6,Duplex,Maitama,"50,000,000.00"
1395,4,House,Kado,"12,000,000.00"
1396,4,Duplex,Apo,"13,000,000.00"
1397,1,Apartment,Asokoro,"6,000,000.00"
1398,1,Apartment,Maitama,"2,000,000.00"
1399,3,Duplex,Jabi,"32,000,000.00"
1400,3,Duplex,Jabi,"32,000,000.00"
1401,5,Duplex,Katampe,"35,000,000.00"
1402,5,Duplex,Maitama,"16,000,000.00"
1403,2,Apartment,Jabi,"12,000,000.00"
1404,4,Duplex,Guzape,"20,000,000.00"
1405,5,Duplex,Jahi,"15,000,000.00"
1406,3,Apartment,Wuye,"8,000,000.00"
1407,2,Apartment,Durumi,"6,000,000.00"
1408,2,Duplex,Asokoro,"13,000,000.00"
1409,2,Apartment,Life Camp,"5,000,000.00"
1410,3,Apartment,Life Camp,"6,000,000.00"
1411,4,Duplex,Life Camp,"15,000,000.00"
1412,4,Duplex,Life Camp,"10,000,000.00"
1413,3,Apartment,Life Camp,"6,500,000.00"
1414,4,Duplex,Life Camp,"13,000,000.00"
1415,2,Apartment,Asokoro,"15,000,000.00"
1416,5,Duplex,Jabi,"20,000,000.00"
1417,4,Duplex,Wuse,"25,000,000.00"
1418,3,Duplex,Jabi,"32,000,000.00"
1419,3,Apartment,Guzape,"13,000,000.00"
1420,3,House,Asokoro,"15,000,000.00"
1421,7,Duplex,Asokoro,"162,596,400.00"
1422,3,House,Guzape,"12,000,000.00"
1423,4,Duplex,Jahi,"12,000,000.00"
1424,4,Duplex,Jahi,"12,000,000.00"
1425,3,Apartment,Wuse,"50,000,000.00"
1426,4,House,Maitama,"180,000,000.00"
1427,2,Apartment,Katampe,"6,000,000.00"
1428,4,Duplex,Wuse,"35,000,000.00"
1429,3,Apartment,Katampe,"6,000,000.00"
1430,2,Apartment,Wuye,"30,000,000.00"
1431,4,Duplex,Guzape,"15,000,000.00"
1432,5,Duplex,Wuye,"45,000,000.00"
1433,3,Apartment,Guzape,"10,000,000.00"
1434,2,Apartment,Lugbe,"4,000,000.00"
1435,3,Duplex,Jabi,"32,000,000.00"
1436,4,Duplex,Katampe,"18,000,000.00"
1437,1,Apartment,Jahi,"9,000,000.00"
1438,4,Duplex,Jahi,"15,500,000.00"
1439,3,Apartment,Wuse,"74,523,350.00"
1440,3,Apartment,Wuse,"60,973,650.00"
1441,3,Apartment,Maitama,"35,000,000.00"
1442,3,Apartment,Jabi,"10,000,000.00"
1443,4,Duplex,Utako,"18,000,000.00"
1444,2,Apartment,Guzape,"9,000,000.00"
1445,3,Apartment,Jahi,"8,500,000.00"
1446,4,Duplex,Jabi,"40,649,100.00"
1447,3,Apartment,Jahi,"10,000,000.00"
1448,5,Duplex,Life Camp,"12,000,000.00"
1449,4,Duplex,Gwarinpa,"13,000,000.00"
1450,2,Apartment,Guzape,"20,000,000.00"
1451,3,Apartment,Maitama,"20,000,000.00"
1452,4,Duplex,Mabushi,"12,000,000.00"
1453,3,Apartment,Guzape,"13,000,000.00"
1454,3,Duplex,Jabi,"32,000,000.00"
1455,4,Duplex,Guzape,"17,000,000.00"
1456,3,Apartment,Jahi,"10,000,000.00"
1457,4,Duplex,Idu,"7,000,000.00"
1458,2,Apartment,Kado,"10,000,000.00"
1459,2,Apartment,Jahi,"10,000,000.00"
1460,18,Apartment,Maitama,"200,000,000.00"
1461,3,Apartment,Life Camp,"5,000,000.00"
1462,3,Duplex,Jahi,"15,500,000.00"
1463,4,Duplex,Wuse,"35,000,000.00"
1464,1,Apartment,Maitama,"32,000,000.00"
1465,2,Apartment,Guzape,"10,000,000.00"
1466,2,Apartment,Lugbe,"2,500,000.00"
1467,3,Apartment,Guzape,"10,000,000.00"
1468,2,Apartment,Mabushi,"15,000,000.00"
1469,1,House,Asokoro,"24,389,460.00"
1470,3,Duplex,Jabi,"32,000,000.00"
1471,2,Apartment,Garki,"130,000.00"
1472,4,Duplex,Katampe,"25,000,000.00"
1473,3,Apartment,Katampe,"8,500,000.00"
1474,3,Duplex,Apo,"7,000,000.00"
1475,4,Duplex,Apo,"8,500,000.00"
1476,3,Apartment,Jahi,"10,000,000.00"
1477,6,Duplex,Jabi,"50,000,000.00"
1478,4,Duplex,Lugbe,"10,000,000.00"
1479,4,Duplex,Jabi,"47,423,950,000.00"
1480,6,Duplex,Gwarinpa,"12,000,000.00"
1481,3,Apartment,Jahi,"8,500,000.00"
1482,2,Apartment,Asokoro,"16,500,000.00"
1483,5,Duplex,Asokoro,"30,000,000.00"
1484,3,Apartment,Jahi,"8,500,000.00"
1485,5,Duplex,Asokoro,"50,000,000.00"
1486,1,Apartment,Wuye,"12,000,000.00"
1487,4,Duplex,Guzape,"18,000,000.00"
1488,3,Duplex,Jabi,"32,000,000.00"
1489,5,Duplex,Katampe,"18,000,000.00"
1490,2,Apartment,Guzape,"15,000,000.00"
1491,2,Apartment,Jahi,"5,000,000.00"
1492,2,Apartment,Jahi,"6,000,000.00"
1493,4,Duplex,Wuse,"25,000,000.00"
1494,2,Apartment,Jahi,"22,000,000.00"
1495,3,Duplex,Maitama,"35,000,000.00"
1496,3,Apartment,Wuse,"12,000,000.00"
1497,4,Duplex,Jahi,"17,000,000.00"
1498,3,Apartment,Jahi,"10,000,000.00"
1499,2,Apartment,Jahi,"10,000,000.00"
1500,4,Duplex,Jabi,"40,000,000.00"
1501,5,Duplex,Utako,"30,000,000.00"
1502,1,Apartment,Jabi,"29,809,340.00"
1503,3,House,Jahi,"6,000,000.00"
1504,1,Apartment,Gwarinpa,"3,500,000.00"
1505,3,Apartment,Kaura,"4,000,000.00"
1506,4,Duplex,Guzape,"20,000,000.00"
1507,3,Duplex,Jabi,"32,000,000.00"
1508,3,House,Maitama,"50,133,890.00"
1509,3,House,Maitama,"54,198,800.00"
1510,4,Duplex,Apo,"13,000,000.00"
1511,4,Duplex,Guzape,"25,000,000.00"
1512,3,Apartment,Jahi,"9,000,000.00"
1513,2,Apartment,Gwarinpa,"12,000,000.00"
1514,4,Duplex,Durumi,"9,000,000.00"
1515,3,Apartment,Guzape,"75,000,000.00"
1516,3,Duplex,Maitama,"47,423,950.00"
1517,8,Duplex,Asokoro,"100,000,000.00"
1518,5,Duplex,Life Camp,"12,000,000.00"
1519,4,Duplex,Wuye,"25,000,000.00"
1520,4,Duplex,Jabi,"35,229,220.00"
1521,4,Duplex,Jabi,"47,423,950.00"
1522,2,Apartment,Jabi,"44,714,010.00"
1523,3,Duplex,Jabi,"32,000,000.00"
1524,4,Duplex,Wuse,"25,000,000.00"
1525,3,Apartment,Gwarinpa,"6,000,000.00"
1526,4,Duplex,Wuye,"25,000,000.00"
1527,3,Apartment,Asokoro,"22,000,000.00"
1528,4,Duplex,Guzape,"12,000,000.00"
1529,5,Duplex,Mabushi,"15,000,000.00"
1530,2,Apartment,Durumi,"4,500,000.00"
1531,4,Duplex,Utako,"25,000,000.00"
1532,1,Apartment,Life Camp,"3,000,000.00"
1533,3,Apartment,Maitama,"40,000,000.00"
1534,4,Duplex,Jahi,"18,000,000.00"
1535,4,Duplex,Guzape,"20,000,000.00"
1536,3,Duplex,Asokoro,"12,000,000.00"
1537,4,Duplex,Jahi,"20,000,000.00"
1538,2,Apartment,Life Camp,"8,000,000.00"
1539,2,Apartment,Lugbe,"8,000,000.00"
1540,1,Apartment,Lugbe,"5,000,000.00"
1541,3,Duplex,Jabi,"32,000,000.00"
1542,3,Apartment,Katampe,"15,000,000.00"
1543,5,House,Katampe,"20,000,000.00"
1544,4,Duplex,Katampe,"20,000,000.00"
1545,2,Apartment,Gwarinpa,"3,000,000.00"
1546,4,Duplex,Jahi,"15,000,000.00"
1547,3,Bungalow,Gwarinpa,"6,000,000.00"
1548,3,Apartment,Jabi,"35,000,000.00"
1549,2,Apartment,Asokoro,"15,000,000.00"
1550,4,Duplex,Asokoro,"30,000,000.00"
1551,3,Duplex,Maitama,"45,000,000.00"
1552,5,Duplex,Apo,"20,000,000.00"
1553,4,Duplex,Asokoro,"10,000,000.00"
1554,2,Apartment,Jahi,"4,500,000.00"
1555,3,House,Wuye,"8,000,000.00"
1556,6,Duplex,Asokoro,"50,000,000.00"
1557,4,Duplex,Guzape,"28,000,000.00"
1558,3,Apartment,Maitama,"36,000,000.00"
1559,3,Apartment,Wuye,"8,000,000.00"
1560,4,Duplex,Jabi,"35,000,000.00"
1561,3,Duplex,Jabi,"32,000,000.00"
1562,4,Duplex,Gwarinpa,"9,000,000.00"
1563,4,Apartment,Maitama,"47,423,950.00"
1564,3,Apartment,Katampe,"10,000,000.00"
1565,4,Duplex,Mabushi,"12,000,000.00"
1566,4,Duplex,Mabushi,"15,000,000.00"
1567,4,Duplex,Mabushi,"13,500,000.00"
1568,2,Apartment,Asokoro,"15,000,000.00"
1569,5,Duplex,Jahi,"35,000,000.00"
1570,4,Duplex,Wuye,"25,000,000.00"
1571,4,Duplex,Gwarinpa,"10,000,000.00"
1572,5,Duplex,Guzape,"25,000,000.00"
1573,4,Duplex,Guzape,"15,000,000.00"
1574,3,Apartment,Wuse,"40,000,000.00"
1575,3,Duplex,Jabi,"32,000,000.00"
1576,4,Duplex,Katampe,"20,000,000.00"
1577,3,Apartment,Katampe,"10,000,000.00"
1578,3,Apartment,Jahi,"8,000,000.00"
1579,3,Bungalow,Gwarinpa,"4,000,000.00"
1580,1,Apartment,Idu,"3,000,000.00"
1581,3,Apartment,Life Camp,"5,000,000.00"
1582,4,Duplex,Gwarinpa,"15,000,000.00"
1583,3,Apartment,Wuye,"8,000,000.00"
1584,3,Apartment,Jahi,"8,500,000.00"
1585,4,Duplex,Asokoro,"30,000,000.00"
1586,3,Apartment,Maitama,"47,423,950.00"
1587,4,Duplex,Gwarinpa,"15,000,000.00"
1588,4,Duplex,Kado,"25,000,000.00"
1589,5,Duplex,Jahi,"16,000,000.00"
1590,3,Duplex,Jabi,"32,000,000.00"
1591,3,Apartment,Kaura,"8,500,000.00"
1592,5,Duplex,Katampe,"18,000,000.00"
1593,6,House,Katampe,"20,000,000.00"
1594,6,Duplex,Katampe,"20,000,000.00"
1595,4,Duplex,Jabi,"15,000,000.00"
1596,3,Duplex,Lugbe,"5,000,000.00"
1597,3,Apartment,Jahi,"8,000,000.00"
1598,6,Duplex,Katampe,"20,000,000.00"
1599,4,Duplex,Guzape,"30,000,000.00"
1600,3,Apartment,Jahi,"25,000,000.00"
1601,2,Apartment,Jahi,"9,000,000.00"
1602,5,Duplex,Wuse,"50,000,000.00"
1603,4,Duplex,Jabi,"12,000,000.00"
1604,3,Apartment,Katampe,"10,000,000.00"
1605,5,Duplex,Asokoro,"30,000,000.00"
1606,3,Apartment,Jabi,"6,000,000.00"
1607,3,Duplex,Jabi,"32,000,000.00"
1608,4,Duplex,Katampe,"23,000,000.00"
1609,6,Duplex,Katampe,"20,000,000.00"
1610,2,Apartment,Apo,"4,000,000.00"
1611,2,Apartment,Apo,"4,000,000.00"
1612,4,Duplex,Maitama,"45,000,000.00"
1613,4,Duplex,Lugbe,"10,000,000.00"
1614,4,Duplex,Maitama,"25,000,000.00"
1615,3,Apartment,Lugbe,"5,000,000.00"
1616,4,Duplex,Idu,"10,000,000.00"
1617,2,Apartment,Lugbe,"130,000.00"
1618,2,Apartment,Kaura,"4,000,000.00"
1619,1,Apartment,Kaura,"2,500,000.00"
1620,5,Duplex,Asokoro,"28,000,000.00"
1621,3,Apartment,Idu,"6,000,000.00"
1622,4,Duplex,Utako,"18,000,000.00"
1623,6,Duplex,Asokoro,"100,000,000.00"
1624,4,Duplex,Apo,"15,500,000.00"
1625,3,Duplex,Jabi,"32,000,000.00"
1626,3,Apartment,Apo,"5,000,000.00"
1627,3,Apartment,Jahi,"25,000,000.00"
1628,4,Duplex,Durumi,"12,000,000.00"
1629,4,Apartment,Wuye,"10,000,000.00"
1630,1,Apartment,Gwarinpa,"3,000,000.00"
1631,1,Bungalow,Life Camp,"2,500,000.00"
1632,1,Apartment,Gwarinpa,"3,000,000.00"
1633,1,Apartment,Life Camp,"2,500,000.00"
1634,2,Apartment,Lugbe,"3,000,000.00"
1635,4,Duplex,Apo,"15,500,000.00"
1636,2,Apartment,Kaura,"7,000,000.00"
1637,4,Duplex,Durumi,"7,000,000.00"
1638,1,Bungalow,Gwarinpa,"2,000,000.00"
1639,2,Apartment,Gwarinpa,"3,000,000.00"
1640,1,Apartment,Lokogoma,"1,200,000.00"
1641,3,Duplex,Jabi,"32,000,000.00"
1642,4,Duplex,Garki,"25,000,000.00"
1643,3,Apartment,Katampe,"8,000,000.00"
1644,5,Duplex,Gwarinpa,"12,000,000.00"
1645,3,Apartment,Gwarinpa,"6,000,000.00"
1646,2,Duplex,Apo,"4,000,000.00"
1647,3,Bungalow,Lugbe,"4,500,000.00"
1648,5,Duplex,Guzape,"15,000,000.00"
1649,1,Apartment,Jabi,"2,500,000.00"
1650,1,Apartment,Wuye,"4,000,000.00"
1651,3,Apartment,Durumi,"4,000,000.00"
1652,3,Apartment,Maitama,"19,000,000.00"
1653,4,Duplex,Jahi,"13,000,000.00"
1654,4,Duplex,Mabushi,"15,000,000.00"
1655,4,Duplex,Wuse,"20,000,000.00"
1656,1,Apartment,Apo,"5,000,000.00"
1657,3,Duplex,Jabi,"32,000,000.00"
1658,3,Apartment,Wuse,"5,000,000.00"
1659,2,Apartment,Garki,"5,000,000.00"
1660,4,House,Katampe,"15,000,000.00"
1661,4,Duplex,Katampe,"12,000,000.00"
1662,4,Apartment,Mabushi,"12,000,000.00"
1663,3,Duplex,Apo,"10,000,000.00"
1664,2,Apartment,Idu,"4,000,000.00"
1665,4,Duplex,Gwarinpa,"13,000,000.00"
1666,3,Apartment,Guzape,"8,000,000.00"
1667,4,Duplex,Katampe,"20,000,000.00"
1668,2,Apartment,Life Camp,"5,000,000.00"
1669,3,Apartment,Life Camp,"4,500,000.00"
1670,4,Duplex,Wuye,"15,000,000.00"
1671,5,Duplex,Gwarinpa,"15,000,000.00"
1672,2,Duplex,Guzape,"10,000,000.00"
1673,5,Duplex,Apo,"10,000,000.00"
1674,3,Apartment,Jahi,"8,000,000.00"
1675,3,Duplex,Jabi,"32,000,000.00"
1676,4,Apartment,Mabushi,"12,000,000.00"
1677,3,House,Maitama,"10,000,000.00"
1678,4,Duplex,Durumi,"12,000,000.00"
1679,4,Duplex,Life Camp,"20,000,000.00"
1680,1,Apartment,Lugbe,"1,500,000.00"
1681,4,Duplex,Life Camp,"15,000,000.00"
1682,3,Apartment,Life Camp,"6,500,000.00"
1683,4,Duplex,Jahi,"450,000,000.00"
1684,1,Apartment,Gwarinpa,"2,500,000.00"
1685,1,Apartment,Gwarinpa,"1,800,000.00"
1686,4,Duplex,Jabi,"9,000,000.00"
1687,3,Apartment,Life Camp,"4,500,000.00"
1688,3,Apartment,Durumi,"6,500,000.00"
1689,4,House,Mabushi,"12,000,000.00"
1690,5,Duplex,Jabi,"25,000,000.00"
1691,5,Duplex,Wuye,"30,000,000.00"
1692,3,Duplex,Jabi,"32,000,000.00"
1693,5,House,Maitama,"60,000,000.00"
1694,5,Duplex,Maitama,"50,000,000.00"
1695,4,Bungalow,Gwarinpa,"8,500,000.00"
1696,2,Apartment,Jahi,"4,500,000.00"
1697,2,Apartment,Jahi,"6,000,000.00"
1698,4,Duplex,Jahi,"15,000,000.00"
1699,4,Duplex,Gwarinpa,"10,000,000.00"
