,index,Bedrooms,Property Category,District,Price(Float),Price_Per_Bed,effective_bedrooms,price_per_bedroom,district_tier,property_type_code
1795,1795,4,Duplex,Mabushi,15000000.0,3750000.0,4,3750000.0,Mid-Range,2
1796,1796,3,Duplex,Maitama,30000000.0,10000000.0,3,10000000.0,Luxury,2
1797,1797,3,Apartment,Utako,11000000.0,3666666.6666666665,3,3666666.6666666665,Mid-Range,0
1798,1798,2,Apartment,Lugbe,6000000.0,3000000.0,2,3000000.0,Budget,0
1799,1799,4,Duplex,Wuye,15000000.0,3750000.0,4,3750000.0,Luxury,2
1800,1800,3,Duplex,Jahi,10000000.0,3333333.3333333335,3,3333333.3333333335,Mid-Range,2
1801,1801,4,Duplex,Jahi,13500000.0,3375000.0,4,3375000.0,Mid-Range,2
1804,1804,4,Duplex,Jabi,25000000.0,6250000.0,4,6250000.0,Luxury,2
1805,1805,4,Duplex,Guzape,25000000.0,6250000.0,4,6250000.0,Luxury,2
1806,1806,4,Duplex,Guzape,25000000.0,6250000.0,4,6250000.0,Luxury,2
1807,1807,2,Apartment,Lugbe,5000000.0,2500000.0,2,2500000.0,Budget,0
1808,1808,3,Duplex,Jabi,32000000.0,10666666.666666666,3,10666666.666666666,Luxury,2
1809,1809,6,Duplex,Katampe,35000000.0,5833333.333333333,6,5833333.333333333,Luxury,2
1810,1810,6,Duplex,Katampe,35000000.0,5833333.333333333,6,5833333.333333333,Luxury,2
1811,1811,6,Duplex,Katampe,35000000.0,5833333.333333333,6,5833333.333333333,Luxury,2
1812,1812,4,Duplex,Jabi,25000000.0,6250000.0,4,6250000.0,Luxury,2
1813,1813,3,Apartment,Jahi,10000000.0,3333333.3333333335,3,3333333.3333333335,Mid-Range,0
1814,1814,4,Apartment,Jahi,13500000.0,3375000.0,4,3375000.0,Mid-Range,0
1815,1815,3,Apartment,Guzape,12000000.0,4000000.0,3,4000000.0,Luxury,0
1816,1816,3,Apartment,Jahi,10000000.0,3333333.3333333335,3,3333333.3333333335,Mid-Range,0
1817,1817,4,Apartment,Jahi,13500000.0,3375000.0,4,3375000.0,Mid-Range,0
1818,1818,3,Apartment,Wuse,10000000.0,3333333.3333333335,3,3333333.3333333335,Luxury,0
1819,1819,4,Duplex,Maitama,30000000.0,7500000.0,4,7500000.0,Luxury,2
1820,1820,5,House,Lugbe,6000000.0,1200000.0,5,1200000.0,Budget,3
1821,1821,3,Apartment,Lugbe,4500000.0,1500000.0,3,1500000.0,Budget,0
1822,1822,4,Duplex,Jabi,25000000.0,6250000.0,4,6250000.0,Luxury,2
1823,1823,4,Duplex,Jahi,15000000.0,3750000.0,4,3750000.0,Mid-Range,2
1824,1824,4,Duplex,Mabushi,20000000.0,5000000.0,4,5000000.0,Mid-Range,2
1825,1825,3,Apartment,Utako,6500000.0,2166666.6666666665,3,2166666.6666666665,Mid-Range,0
1827,1827,3,Duplex,Jabi,32000000.0,10666666.666666666,3,10666666.666666666,Luxury,2
1828,1828,1,Apartment,Garki,5500000.0,5500000.0,1,5500000.0,Mid-Range,0
1829,1829,6,Duplex,Katampe,35000000.0,5833333.333333333,6,5833333.333333333,Luxury,2
1830,1830,4,Duplex,Katampe,30000000.0,7500000.0,4,7500000.0,Luxury,2
1831,1831,3,Apartment,Jahi,8000000.0,2666666.6666666665,3,2666666.6666666665,Mid-Range,0
1832,1832,3,Apartment,Mabushi,7500000.0,2500000.0,3,2500000.0,Mid-Range,0
1833,1833,4,Duplex,Utako,18000000.0,4500000.0,4,4500000.0,Mid-Range,2
1834,1834,4,Duplex,Guzape,20000000.0,5000000.0,4,5000000.0,Luxury,2
1835,1835,2,Apartment,Jabi,3000000.0,1500000.0,2,1500000.0,Luxury,0
1836,1836,3,Apartment,Mabushi,7500000.0,2500000.0,3,2500000.0,Mid-Range,0
1837,1837,4,Duplex,Mabushi,12000000.0,3000000.0,4,3000000.0,Mid-Range,2
1838,1838,4,Duplex,Maitama,30000000.0,7500000.0,4,7500000.0,Luxury,2
1839,1839,4,Duplex,Mabushi,15000000.0,3750000.0,4,3750000.0,Mid-Range,2
1840,1840,2,Apartment,Katampe,4000000.0,2000000.0,2,2000000.0,Luxury,0
1841,1841,2,Apartment,Jahi,6000000.0,3000000.0,2,3000000.0,Mid-Range,0
1842,1842,3,House,Jabi,5800000.0,1933333.3333333333,3,1933333.3333333333,Luxury,3
1843,1843,5,Duplex,Jabi,20000000.0,4000000.0,5,4000000.0,Luxury,2
1844,1844,2,Apartment,Jabi,6000000.0,3000000.0,2,3000000.0,Luxury,0
1845,1845,4,Duplex,Maitama,30000000.0,7500000.0,4,7500000.0,Luxury,2
1846,1846,5,Duplex,Jabi,20000000.0,4000000.0,5,4000000.0,Luxury,2
1847,1847,3,Duplex,Jabi,32000000.0,10666666.666666666,3,10666666.666666666,Luxury,2
1848,1848,6,Duplex,Katampe,30000000.0,5000000.0,6,5000000.0,Luxury,2
1849,1849,3,Apartment,Apo,4000000.0,1333333.3333333333,3,1333333.3333333333,Mid-Range,0
1850,1850,5,Duplex,Mabushi,15000000.0,3000000.0,5,3000000.0,Mid-Range,2
1851,1851,2,Apartment,Life Camp,7000000.0,3500000.0,2,3500000.0,Budget,0
1852,1852,6,Duplex,Guzape,30000000.0,5000000.0,6,5000000.0,Luxury,2
1853,1853,3,Duplex,Lugbe,8000000.0,2666666.6666666665,3,2666666.6666666665,Budget,2
1854,1854,4,Duplex,Maitama,25000000.0,6250000.0,4,6250000.0,Luxury,2
1855,1855,4,Duplex,Guzape,15000000.0,3750000.0,4,3750000.0,Luxury,2
1857,1857,5,Duplex,Wuse,20000000.0,4000000.0,5,4000000.0,Luxury,2
1858,1858,1,Apartment,Kado,6000000.0,6000000.0,1,6000000.0,Mid-Range,0
1859,1859,4,Duplex,Wuye,15000000.0,3750000.0,4,3750000.0,Luxury,2
1860,1860,1,Apartment,Apo,2500000.0,2500000.0,1,2500000.0,Mid-Range,0
1861,1861,3,Apartment,Wuse,10000000.0,3333333.3333333335,3,3333333.3333333335,Luxury,0
1862,1862,3,Duplex,Life Camp,10000000.0,3333333.3333333335,3,3333333.3333333335,Budget,2
1864,1864,4,Duplex,Jahi,15000000.0,3750000.0,4,3750000.0,Mid-Range,2
1865,1865,3,Duplex,Jabi,32000000.0,10666666.666666666,3,10666666.666666666,Luxury,2
1866,1866,4,Duplex,Garki,20000000.0,5000000.0,4,5000000.0,Mid-Range,2
1867,1867,2,Apartment,Garki,5500000.0,2750000.0,2,2750000.0,Mid-Range,0
1868,1868,4,Duplex,Garki,12000000.0,3000000.0,4,3000000.0,Mid-Range,2
1869,1869,2,Apartment,Katampe,20000000.0,10000000.0,2,10000000.0,Luxury,0
1870,1870,4,Duplex,Katampe,30000000.0,7500000.0,4,7500000.0,Luxury,2
1871,1871,6,Duplex,Katampe,35000000.0,5833333.333333333,6,5833333.333333333,Luxury,2
1872,1872,6,Duplex,Katampe,35000000.0,5833333.333333333,6,5833333.333333333,Luxury,2
1873,1873,6,Duplex,Katampe,35000000.0,5833333.333333333,6,5833333.333333333,Luxury,2
1874,1874,2,Apartment,Mabushi,4000000.0,2000000.0,2,2000000.0,Mid-Range,0
1875,1875,5,Duplex,Mabushi,30000000.0,6000000.0,5,6000000.0,Mid-Range,2
1876,1876,1,Apartment,Life Camp,8000000.0,8000000.0,1,8000000.0,Budget,0
1877,1877,1,Apartment,Life Camp,12000000.0,12000000.0,1,12000000.0,Budget,0
1878,1878,2,Duplex,Jabi,20000000.0,10000000.0,2,10000000.0,Luxury,2
1879,1879,4,Duplex,Wuye,15000000.0,3750000.0,4,3750000.0,Luxury,2
1880,1880,1,Apartment,Kaura,2500000.0,2500000.0,1,2500000.0,Budget,0
1881,1881,4,Duplex,Wuye,15000000.0,3750000.0,4,3750000.0,Luxury,2
1882,1882,4,Duplex,Lugbe,7500000.0,1875000.0,4,1875000.0,Budget,2
1884,1884,3,Duplex,Jabi,32000000.0,10666666.666666666,3,10666666.666666666,Luxury,2
1885,1885,2,Apartment,Katampe,20000000.0,10000000.0,2,10000000.0,Luxury,0
1886,1886,5,Duplex,Utako,40000000.0,8000000.0,5,8000000.0,Mid-Range,2
1887,1887,4,Duplex,Jabi,18000000.0,4500000.0,4,4500000.0,Luxury,2
1888,1888,1,Apartment,Gwarinpa,3500000.0,3500000.0,1,3500000.0,Budget,0
1889,1889,3,Apartment,Kado,10000000.0,3333333.3333333335,3,3333333.3333333335,Mid-Range,0
1890,1890,2,Apartment,Maitama,13000000.0,6500000.0,2,6500000.0,Luxury,0
1891,1891,2,Apartment,Life Camp,5000000.0,2500000.0,2,2500000.0,Budget,0
1893,1893,1,Apartment,Durumi,5500000.0,5500000.0,1,5500000.0,Budget,0
1894,1894,3,Apartment,Wuye,8000000.0,2666666.6666666665,3,2666666.6666666665,Luxury,0
1895,1895,3,Apartment,Apo,7000000.0,2333333.3333333335,3,2333333.3333333335,Mid-Range,0
1896,1896,2,Apartment,Apo,6000000.0,3000000.0,2,3000000.0,Mid-Range,0
1897,1897,2,Apartment,Apo,5500000.0,2750000.0,2,2750000.0,Mid-Range,0
1898,1898,1,Apartment,Guzape,8000000.0,8000000.0,1,8000000.0,Luxury,0
1899,1899,3,Apartment,Idu,6000000.0,2000000.0,3,2000000.0,Budget,0
1900,1900,2,Apartment,Katampe,6000000.0,3000000.0,2,3000000.0,Luxury,0
1901,1901,3,Duplex,Jabi,32000000.0,10666666.666666666,3,10666666.666666666,Luxury,2
1902,1902,2,Apartment,Garki,30000000.0,15000000.0,2,15000000.0,Mid-Range,0
1903,1903,2,Apartment,Kaura,4000000.0,2000000.0,2,2000000.0,Budget,0
1904,1904,2,Apartment,Katampe,20000000.0,10000000.0,2,10000000.0,Luxury,0
1905,1905,2,Apartment,Katampe,20000000.0,10000000.0,2,10000000.0,Luxury,0
1906,1906,4,Duplex,Katampe,15000000.0,3750000.0,4,3750000.0,Luxury,2
1907,1907,4,Duplex,Asokoro,33000000.0,8250000.0,4,8250000.0,Luxury,2
1908,1908,3,Duplex,Lokogoma,6500000.0,2166666.6666666665,3,2166666.6666666665,Budget,2
1909,1909,1,Apartment,Asokoro,5500000.0,5500000.0,1,5500000.0,Luxury,0
1910,1910,3,Apartment,Wuye,7000000.0,2333333.3333333335,3,2333333.3333333335,Luxury,0
1911,1911,4,Duplex,Lokogoma,10000000.0,2500000.0,4,2500000.0,Budget,2
1912,1912,3,Duplex,Life Camp,5500000.0,1833333.3333333333,3,1833333.3333333333,Budget,2
1914,1914,3,Apartment,Garki,18000000.0,6000000.0,3,6000000.0,Mid-Range,0
1916,1916,4,Duplex,Asokoro,10000000.0,2500000.0,4,2500000.0,Luxury,2
1917,1917,2,Apartment,Life Camp,3500000.0,1750000.0,2,1750000.0,Budget,0
1918,1918,6,Duplex,Guzape,40000000.0,6666666.666666667,6,6666666.666666667,Luxury,2
1919,1919,2,Bungalow,Apo,3000000.0,1500000.0,2,1500000.0,Mid-Range,1
1920,1920,2,Apartment,Lugbe,4500000.0,2250000.0,2,2250000.0,Budget,0
1921,1921,3,Duplex,Jabi,32000000.0,10666666.666666666,3,10666666.666666666,Luxury,2
1922,1922,3,Apartment,Wuye,8000000.0,2666666.6666666665,3,2666666.6666666665,Luxury,0
1924,1924,2,Apartment,Life Camp,5000000.0,2500000.0,2,2500000.0,Budget,0
1925,1925,3,Apartment,Maitama,47423950.0,15807983.333333334,3,15807983.333333334,Luxury,0
1926,1926,1,Apartment,Wuse,6000000.0,6000000.0,1,6000000.0,Luxury,0
1927,1927,2,Apartment,Mabushi,5000000.0,2500000.0,2,2500000.0,Mid-Range,0
1928,1928,3,Duplex,Kado,10000000.0,3333333.3333333335,3,3333333.3333333335,Mid-Range,2
1929,1929,5,Duplex,Apo,30000000.0,6000000.0,5,6000000.0,Mid-Range,2
1930,1930,2,Apartment,Life Camp,3500000.0,1750000.0,2,1750000.0,Budget,0
1931,1931,3,Apartment,Garki,18000000.0,6000000.0,3,6000000.0,Mid-Range,0
1932,1932,4,Apartment,Kado,14000000.0,3500000.0,4,3500000.0,Mid-Range,0
1933,1933,5,Duplex,Guzape,16000000.0,3200000.0,5,3200000.0,Luxury,2
1934,1934,4,Duplex,Jahi,15000000.0,3750000.0,4,3750000.0,Mid-Range,2
1935,1935,3,Apartment,Life Camp,6500000.0,2166666.6666666665,3,2166666.6666666665,Budget,0
1936,1936,3,Apartment,Utako,8500000.0,2833333.3333333335,3,2833333.3333333335,Mid-Range,0
1937,1937,3,Apartment,Kaura,6000000.0,2000000.0,3,2000000.0,Budget,0
1938,1938,3,Duplex,Jabi,32000000.0,10666666.666666666,3,10666666.666666666,Luxury,2
1939,1939,6,Duplex,Wuse,35000000.0,5833333.333333333,6,5833333.333333333,Luxury,2
1940,1940,3,Apartment,Kaura,6000000.0,2000000.0,3,2000000.0,Budget,0
1941,1941,2,Apartment,Maitama,26000000.0,13000000.0,2,13000000.0,Luxury,0
1943,1943,3,Apartment,Katampe,5000000.0,1666666.6666666667,3,1666666.6666666667,Luxury,0
1944,1944,4,Duplex,Wuye,15000000.0,3750000.0,4,3750000.0,Luxury,2
1945,1945,3,Apartment,Jahi,13000000.0,4333333.333333333,3,4333333.333333333,Mid-Range,0
1946,1946,4,Duplex,Wuye,15000000.0,3750000.0,4,3750000.0,Luxury,2
1947,1947,1,Apartment,Idu,2000000.0,2000000.0,1,2000000.0,Budget,0
1948,1948,3,Apartment,Wuse,40000000.0,13333333.333333334,3,13333333.333333334,Luxury,0
1949,1949,4,Duplex,Wuye,20000000.0,5000000.0,4,5000000.0,Luxury,2
1950,1950,4,Duplex,Lugbe,8000000.0,2000000.0,4,2000000.0,Budget,2
1951,1951,4,Duplex,Life Camp,6500000.0,1625000.0,4,1625000.0,Budget,2
1952,1952,3,Apartment,Wuse,40000000.0,13333333.333333334,3,13333333.333333334,Luxury,0
1953,1953,5,Duplex,Apo,25000000.0,5000000.0,5,5000000.0,Mid-Range,2
1954,1954,5,Duplex,Wuye,20000000.0,4000000.0,5,4000000.0,Luxury,2
1955,1955,4,Duplex,Idu,9000000.0,2250000.0,4,2250000.0,Budget,2
1956,1956,3,Duplex,Jahi,13000000.0,4333333.333333333,3,4333333.333333333,Mid-Range,2
1957,1957,3,Duplex,Jabi,32000000.0,10666666.666666666,3,10666666.666666666,Luxury,2
1958,1958,3,Apartment,Kaura,6000000.0,2000000.0,3,2000000.0,Budget,0
1959,1959,2,Apartment,Katampe,6000000.0,3000000.0,2,3000000.0,Luxury,0
1960,1960,4,Duplex,Katampe,25000000.0,6250000.0,4,6250000.0,Luxury,2
1961,1961,2,Apartment,Katampe,6000000.0,3000000.0,2,3000000.0,Luxury,0
1962,1962,1,Apartment,Gwarinpa,3000000.0,3000000.0,1,3000000.0,Budget,0
1963,1963,2,Apartment,Katampe,6000000.0,3000000.0,2,3000000.0,Luxury,0
1964,1964,4,Duplex,Wuye,20000000.0,5000000.0,4,5000000.0,Luxury,2
1965,1965,4,Duplex,Guzape,25000000.0,6250000.0,4,6250000.0,Luxury,2
1966,1966,4,Duplex,Wuye,20000000.0,5000000.0,4,5000000.0,Luxury,2
1967,1967,4,Duplex,Wuye,20000000.0,5000000.0,4,5000000.0,Luxury,2
1968,1968,5,Bungalow,Lokogoma,15000000.0,3000000.0,5,3000000.0,Budget,1
1969,1969,3,Apartment,Maitama,25000000.0,8333333.333333333,3,8333333.333333333,Luxury,0
1970,1970,3,Apartment,Jahi,10000000.0,3333333.3333333335,3,3333333.3333333335,Mid-Range,0
1971,1971,4,Duplex,Jahi,15000000.0,3750000.0,4,3750000.0,Mid-Range,2
1972,1972,5,Duplex,Wuse,35000000.0,7000000.0,5,7000000.0,Luxury,2
1974,1974,4,Duplex,Mabushi,15000000.0,3750000.0,4,3750000.0,Mid-Range,2
1975,1975,2,Apartment,Kaura,4500000.0,2250000.0,2,2250000.0,Budget,0
1976,1976,3,Duplex,Jabi,32000000.0,10666666.666666666,3,10666666.666666666,Luxury,2
1977,1977,2,Apartment,Jabi,6000000.0,3000000.0,2,3000000.0,Luxury,0
1978,1978,3,Duplex,Lokogoma,7000000.0,2333333.3333333335,3,2333333.3333333335,Budget,2
1979,1979,6,Duplex,Maitama,50000000.0,8333333.333333333,6,8333333.333333333,Luxury,2
1980,1980,3,Apartment,Kaura,6000000.0,2000000.0,3,2000000.0,Budget,0
1981,1981,6,Duplex,Gwarinpa,45000000.0,7500000.0,6,7500000.0,Budget,2
1982,1982,2,Apartment,Idu,3500000.0,1750000.0,2,1750000.0,Budget,0
1983,1983,5,Duplex,Wuye,30000000.0,6000000.0,5,6000000.0,Luxury,2
1984,1984,3,Apartment,Idu,5000000.0,1666666.6666666667,3,1666666.6666666667,Budget,0
1985,1985,3,Apartment,Kaura,6000000.0,2000000.0,3,2000000.0,Budget,0
1986,1986,2,Apartment,Maitama,20000000.0,10000000.0,2,10000000.0,Luxury,0
1987,1987,4,Duplex,Mabushi,15000000.0,3750000.0,4,3750000.0,Mid-Range,2
1988,1988,2,Apartment,Wuye,6500000.0,3250000.0,2,3250000.0,Luxury,0
1989,1989,3,Apartment,Wuse,40000000.0,13333333.333333334,3,13333333.333333334,Luxury,0
1990,1990,3,Apartment,Kaura,6000000.0,2000000.0,3,2000000.0,Budget,0
1991,1991,4,Duplex,Jahi,8000000.0,2000000.0,4,2000000.0,Mid-Range,2
1992,1992,4,Duplex,Jahi,8000000.0,2000000.0,4,2000000.0,Mid-Range,2
1993,1993,3,Duplex,Jabi,32000000.0,10666666.666666666,3,10666666.666666666,Luxury,2
1994,1994,5,Duplex,Katampe,20000000.0,4000000.0,5,4000000.0,Luxury,2
1995,1995,4,Duplex,Katampe,15000000.0,3750000.0,4,3750000.0,Luxury,2
1996,1996,5,Duplex,Apo,30000000.0,6000000.0,5,6000000.0,Mid-Range,2
1997,1997,2,Apartment,Wuse,18000000.0,9000000.0,2,9000000.0,Luxury,0
1998,1998,4,Duplex,Lugbe,8000000.0,2000000.0,4,2000000.0,Budget,2
1999,1999,3,Apartment,Gwarinpa,12000000.0,4000000.0,3,4000000.0,Budget,0
2000,2000,5,Duplex,Asokoro,50000000.0,10000000.0,5,10000000.0,Luxury,2
2001,2001,2,Apartment,Jahi,5000000.0,2500000.0,2,2500000.0,Mid-Range,0
2002,2002,2,Apartment,Katampe,13000000.0,6500000.0,2,6500000.0,Luxury,0
2003,2003,3,Duplex,Apo,5000000.0,1666666.6666666667,3,1666666.6666666667,Mid-Range,2
2004,2004,5,Duplex,Mabushi,11000000.0,2200000.0,5,2200000.0,Mid-Range,2
2005,2005,6,Duplex,Gwarinpa,20000000.0,3333333.3333333335,6,3333333.3333333335,Budget,2
2006,2006,2,Apartment,Jahi,5000000.0,2500000.0,2,2500000.0,Mid-Range,0
2007,2007,3,House,Maitama,14000000.0,4666666.666666667,3,4666666.666666667,Luxury,3
2008,2008,5,Duplex,Life Camp,10000000.0,2000000.0,5,2000000.0,Budget,2
2009,2009,4,Duplex,Idu,8000000.0,2000000.0,4,2000000.0,Budget,2
2010,2010,4,Duplex,Jahi,13000000.0,3250000.0,4,3250000.0,Mid-Range,2
2011,2011,4,Duplex,Mabushi,15000000.0,3750000.0,4,3750000.0,Mid-Range,2
2012,2012,3,Duplex,Jabi,32000000.0,10666666.666666666,3,10666666.666666666,Luxury,2
2013,2013,3,Apartment,Kaura,6000000.0,2000000.0,3,2000000.0,Budget,0
2014,2014,2,Duplex,Lugbe,6000000.0,3000000.0,2,3000000.0,Budget,2
2015,2015,2,Apartment,Wuse,13500000.0,6750000.0,2,6750000.0,Luxury,0
2016,2016,3,Apartment,Jahi,10000000.0,3333333.3333333335,3,3333333.3333333335,Mid-Range,0
2017,2017,3,Apartment,Jabi,10000000.0,3333333.3333333335,3,3333333.3333333335,Luxury,0
2018,2018,4,Duplex,Jahi,15000000.0,3750000.0,4,3750000.0,Mid-Range,2
2019,2019,2,Apartment,Lokogoma,3500000.0,1750000.0,2,1750000.0,Budget,0
2020,2020,1,Apartment,Lokogoma,2500000.0,2500000.0,1,2500000.0,Budget,0
2022,2022,1,Apartment,Wuse,3200000.0,3200000.0,1,3200000.0,Luxury,0
2023,2023,3,Duplex,Kado,10000000.0,3333333.3333333335,3,3333333.3333333335,Mid-Range,2
2024,2024,4,Duplex,Maitama,25000000.0,6250000.0,4,6250000.0,Luxury,2
2025,2025,5,Duplex,Idu,8000000.0,1600000.0,5,1600000.0,Budget,2
2026,2026,3,Apartment,Kaura,6000000.0,2000000.0,3,2000000.0,Budget,0
2027,2027,4,Duplex,Wuye,20000000.0,5000000.0,4,5000000.0,Luxury,2
2028,2028,4,Duplex,Lugbe,8000000.0,2000000.0,4,2000000.0,Budget,2
2029,2029,2,Apartment,Jahi,15000000.0,7500000.0,2,7500000.0,Mid-Range,0
2030,2030,3,Duplex,Jabi,32000000.0,10666666.666666666,3,10666666.666666666,Luxury,2
2031,2031,1,Apartment,Wuse,4500000.0,4500000.0,1,4500000.0,Luxury,0
2032,2032,4,Duplex,Katampe,25000000.0,6250000.0,4,6250000.0,Luxury,2
2033,2033,3,Duplex,Gwarinpa,6500000.0,2166666.6666666665,3,2166666.6666666665,Budget,2
2034,2034,2,Apartment,Gwarinpa,4000000.0,2000000.0,2,2000000.0,Budget,0
2035,2035,2,Apartment,Gwarinpa,3000000.0,1500000.0,2,1500000.0,Budget,0
2036,2036,2,Apartment,Gwarinpa,2800000.0,1400000.0,2,1400000.0,Budget,0
2037,2037,1,Apartment,Maitama,18000000.0,18000000.0,1,18000000.0,Luxury,0
2038,2038,4,Duplex,Wuse,35000000.0,8750000.0,4,8750000.0,Luxury,2
2039,2039,4,Duplex,Jabi,30000000.0,7500000.0,4,7500000.0,Luxury,2
2040,2040,3,Bungalow,Kado,18000000.0,6000000.0,3,6000000.0,Mid-Range,1
2041,2041,3,Apartment,Guzape,12000000.0,4000000.0,3,4000000.0,Luxury,0
2042,2042,3,Duplex,Kado,10000000.0,3333333.3333333335,3,3333333.3333333335,Mid-Range,2
2044,2044,6,Duplex,Maitama,50000000.0,8333333.333333333,6,8333333.333333333,Luxury,2
2045,2045,4,Duplex,Asokoro,25000000.0,6250000.0,4,6250000.0,Luxury,2
2046,2046,5,Duplex,Apo,14000000.0,2800000.0,5,2800000.0,Mid-Range,2
2047,2047,4,Duplex,Maitama,50000000.0,12500000.0,4,12500000.0,Luxury,2
2048,2048,3,Duplex,Jabi,32000000.0,10666666.666666666,3,10666666.666666666,Luxury,2
2049,2049,4,Duplex,Katampe,25000000.0,6250000.0,4,6250000.0,Luxury,2
2050,2050,4,Duplex,Katampe,25000000.0,6250000.0,4,6250000.0,Luxury,2
2051,2051,1,Apartment,Gwarinpa,2500000.0,2500000.0,1,2500000.0,Budget,0
2052,2052,3,Apartment,Kado,10000000.0,3333333.3333333335,3,3333333.3333333335,Mid-Range,0
2053,2053,3,Apartment,Jahi,10000000.0,3333333.3333333335,3,3333333.3333333335,Mid-Range,0
2054,2054,4,Duplex,Life Camp,15000000.0,3750000.0,4,3750000.0,Budget,2
2055,2055,2,Apartment,Wuse,5000000.0,2500000.0,2,2500000.0,Luxury,0
2056,2056,4,Duplex,Asokoro,30000000.0,7500000.0,4,7500000.0,Luxury,2
2057,2057,2,Apartment,Durumi,5000000.0,2500000.0,2,2500000.0,Budget,0
2058,2058,4,Duplex,Jabi,30000000.0,7500000.0,4,7500000.0,Luxury,2
2059,2059,4,Duplex,Wuse,25000000.0,6250000.0,4,6250000.0,Luxury,2
2060,2060,3,Duplex,Kado,10000000.0,3333333.3333333335,3,3333333.3333333335,Mid-Range,2
2061,2061,5,Duplex,Lugbe,7000000.0,1400000.0,5,1400000.0,Budget,2
2062,2062,5,Duplex,Guzape,25000000.0,5000000.0,5,5000000.0,Luxury,2
2063,2063,4,Duplex,Guzape,18000000.0,4500000.0,4,4500000.0,Luxury,2
2064,2064,3,Duplex,Jabi,32000000.0,10666666.666666666,3,10666666.666666666,Luxury,2
2065,2065,2,Apartment,Wuse,6000000.0,3000000.0,2,3000000.0,Luxury,0
2066,2066,1,Apartment,Katampe,4500000.0,4500000.0,1,4500000.0,Luxury,0
2067,2067,4,Duplex,Mabushi,12000000.0,3000000.0,4,3000000.0,Mid-Range,2
2068,2068,4,Duplex,Jabi,25000000.0,6250000.0,4,6250000.0,Luxury,2
2069,2069,3,Apartment,Jahi,10000000.0,3333333.3333333335,3,3333333.3333333335,Mid-Range,0
2070,2070,3,Duplex,Kado,10000000.0,3333333.3333333335,3,3333333.3333333335,Mid-Range,2
2071,2071,2,Apartment,Idu,4500000.0,2250000.0,2,2250000.0,Budget,0
2072,2072,3,Apartment,Maitama,15000000.0,5000000.0,3,5000000.0,Luxury,0
2074,2074,4,Duplex,Asokoro,30000000.0,7500000.0,4,7500000.0,Luxury,2
2075,2075,3,Apartment,Jahi,8000000.0,2666666.6666666665,3,2666666.6666666665,Mid-Range,0
2076,2076,3,Apartment,Maitama,15000000.0,5000000.0,3,5000000.0,Luxury,0
2077,2077,3,Apartment,Jahi,10000000.0,3333333.3333333335,3,3333333.3333333335,Mid-Range,0
2078,2078,4,Duplex,Maitama,50000000.0,12500000.0,4,12500000.0,Luxury,2
2079,2079,2,Apartment,Wuse,4500000.0,2250000.0,2,2250000.0,Luxury,0
2080,2080,2,Apartment,Wuye,6500000.0,3250000.0,2,3250000.0,Luxury,0
2081,2081,3,Apartment,Jabi,6500000.0,2166666.6666666665,3,2166666.6666666665,Luxury,0
2082,2082,3,Duplex,Jabi,32000000.0,10666666.666666666,3,10666666.666666666,Luxury,2
2083,2083,4,Duplex,Jabi,25000000.0,6250000.0,4,6250000.0,Luxury,2
2084,2084,2,Apartment,Wuse,13500000.0,6750000.0,2,6750000.0,Luxury,0
2085,2085,4,Apartment,Mabushi,12000000.0,3000000.0,4,3000000.0,Mid-Range,0
2086,2086,6,Duplex,Maitama,50000000.0,8333333.333333333,6,8333333.333333333,Luxury,2
2087,2087,4,Duplex,Gwarinpa,15000000.0,3750000.0,4,3750000.0,Budget,2
2088,2088,4,Duplex,Idu,8000000.0,2000000.0,4,2000000.0,Budget,2
2089,2089,3,House,Life Camp,15000000.0,5000000.0,3,5000000.0,Budget,3
2091,2091,3,Duplex,Kado,10000000.0,3333333.3333333335,3,3333333.3333333335,Mid-Range,2
2092,2092,3,Duplex,Kado,10000000.0,3333333.3333333335,3,3333333.3333333335,Mid-Range,2
2093,2093,6,Duplex,Maitama,50000000.0,8333333.333333333,6,8333333.333333333,Luxury,2
2094,2094,2,Apartment,Durumi,4500000.0,2250000.0,2,2250000.0,Budget,0
2095,2095,3,Duplex,Kado,10000000.0,3333333.3333333335,3,3333333.3333333335,Mid-Range,2
2097,2097,1,Apartment,Kaura,2500000.0,2500000.0,1,2500000.0,Budget,0
2098,2098,5,Duplex,Life Camp,13000000.0,2600000.0,5,2600000.0,Budget,2
2099,2099,4,Bungalow,Life Camp,7000000.0,1750000.0,4,1750000.0,Budget,1
2100,2100,2,Apartment,Durumi,4500000.0,2250000.0,2,2250000.0,Budget,0
2101,2101,4,Duplex,Kado,20000000.0,5000000.0,4,5000000.0,Mid-Range,2
2102,2102,4,Duplex,Guzape,13000000.0,3250000.0,4,3250000.0,Luxury,2
2103,2103,3,Duplex,Jabi,32000000.0,10666666.666666666,3,10666666.666666666,Luxury,2
2104,2104,2,Apartment,Katampe,6000000.0,3000000.0,2,3000000.0,Luxury,0
2105,2105,2,Duplex,Life Camp,7000000.0,3500000.0,2,3500000.0,Budget,2
2106,2106,3,Apartment,Wuse,35000000.0,11666666.666666666,3,11666666.666666666,Luxury,0
2107,2107,5,Duplex,Asokoro,30000000.0,6000000.0,5,6000000.0,Luxury,2
2108,2108,4,Duplex,Maitama,25000000.0,6250000.0,4,6250000.0,Luxury,2
