Bedrooms,Property Category,Price(Float),District,Source
4.0,Bungalow,6500000.0,Lokogoma,Nigeria Property Centre
1.0,Apartment,2222000.0,Lugbe,Nigeria Property Centre
1.0,Apartment,1350000.0,Lugbe,Nigeria Property Centre
4.0,Duplex,10000000.0,Lugbe,Nigeria Property Centre
3.0,Duplex,32000000.0,Jabi,Nigeria Property Centre
6.0,Duplex,45000000.0,Wuse,Nigeria Property Centre
1.0,Apartment,2500000.0,Lokogoma,Nigeria Property Centre
2.0,Apartment,4500000.0,Lugbe,Nigeria Property Centre
2.0,Apartment,6000000.0,Jabi,Nigeria Property Centre
3.0,Bungalow,7000000.0,Life Camp,Nigeria Property Centre
6.0,Duplex,45000000.0,Wuse,Nigeria Property Centre
4.0,Apartment,8500000.0,Katampe,Nigeria Property Centre
1.0,Apartment,3000000.0,Jabi,Nigeria Property Centre
2.0,Bungalow,5000000.0,Jabi,Nigeria Property Centre
1.0,Apartment,2700000.0,Gwarinpa,Nigeria Property Centre
16.0,Duplex,500000000.0,Asokoro,Nigeria Property Centre
4.0,Duplex,18000000.0,Utako,Nigeria Property Centre
4.0,Duplex,14000000.0,Gwarinpa,Nigeria Property Centre
4.0,Duplex,25000000.0,Wuse,Nigeria Property Centre
3.0,Bungalow,8000000.0,Wuye,Nigeria Property Centre
5.0,Duplex,15000000.0,Gwarinpa,Nigeria Property Centre
3.0,Duplex,32000000.0,Jabi,Nigeria Property Centre
2.0,Apartment,30000000.0,Garki,Nigeria Property Centre
3.0,Apartment,20000000.0,Katampe,Nigeria Property Centre
1.0,Apartment,7000000.0,Katampe,Nigeria Property Centre
2.0,Apartment,20000000.0,Katampe,Nigeria Property Centre
3.0,Apartment,5000000.0,Katampe,Nigeria Property Centre
4.0,Duplex,30000000.0,Guzape,Nigeria Property Centre
3.0,Apartment,5000000.0,Kaura,Nigeria Property Centre
2.0,Apartment,8000000.0,Guzape,Nigeria Property Centre
3.0,Apartment,7000000.0,Wuse,Nigeria Property Centre
1.0,Apartment,11000000.0,Jabi,Nigeria Property Centre
2.0,Apartment,3500000.0,Lokogoma,Nigeria Property Centre
4.0,Duplex,30000000.0,Maitama,Nigeria Property Centre
2.0,Apartment,4500000.0,Gwarinpa,Nigeria Property Centre
3.0,Duplex,32000000.0,Jabi,Nigeria Property Centre
3.0,Apartment,8000000.0,Garki,Nigeria Property Centre
4.0,Duplex,20000000.0,Katampe,Nigeria Property Centre
7.0,Duplex,130000000.0,Asokoro,Nigeria Property Centre
3.0,Apartment,10000000.0,Wuse,Nigeria Property Centre
5.0,Duplex,30000000.0,Wuye,Nigeria Property Centre
2.0,Apartment,3500000.0,Idu,Nigeria Property Centre
3.0,Apartment,6000000.0,Lugbe,Nigeria Property Centre
2.0,Bungalow,4000000.0,Lugbe,Nigeria Property Centre
3.0,Bungalow,12000000.0,Gwarinpa,Nigeria Property Centre
2.0,Apartment,8000000.0,Jabi,Nigeria Property Centre
4.0,Duplex,16000000.0,Katampe,Nigeria Property Centre
2.0,Apartment,6000000.0,Lugbe,Nigeria Property Centre
1.0,Apartment,2400000.0,Lokogoma,Nigeria Property Centre
3.0,Apartment,10000000.0,Guzape,Nigeria Property Centre
4.0,Duplex,4000000.0,Lokogoma,Nigeria Property Centre
3.0,Duplex,32000000.0,Jabi,Nigeria Property Centre
2.0,Bungalow,25000000.0,Katampe,Nigeria Property Centre
1.0,Apartment,2000000.0,Wuse,Nigeria Property Centre
3.0,Apartment,5800000.0,Idu,Nigeria Property Centre
4.0,Duplex,25000000.0,Wuye,Nigeria Property Centre
5.0,Duplex,80000000.0,Wuse,Nigeria Property Centre
1.0,Apartment,3500000.0,Asokoro,Nigeria Property Centre
3.0,Bungalow,35000000.0,Maitama,Nigeria Property Centre
3.0,Bungalow,20000000.0,Wuye,Nigeria Property Centre
2.0,Apartment,2500000.0,Kabusa,Nigeria Property Centre
3.0,Apartment,8500000.0,Jahi,Nigeria Property Centre
1.0,Apartment,1500000.0,Lugbe,Nigeria Property Centre
1.0,Apartment,4000000.0,Jahi,Nigeria Property Centre
3.0,Duplex,3500000.0,Lugbe,Nigeria Property Centre
3.0,Duplex,32000000.0,Jabi,Nigeria Property Centre
4.0,Duplex,22000000.0,Katampe,Nigeria Property Centre
4.0,Duplex,15000000.0,Katampe,Nigeria Property Centre
4.0,Duplex,25000000.0,Maitama,Nigeria Property Centre
4.0,Duplex,35000000.0,Maitama,Nigeria Property Centre
3.0,Apartment,6000000.0,Apo,Nigeria Property Centre
4.0,Apartment,30000000.0,Jabi,Nigeria Property Centre
5.0,Duplex,120000000.0,Maitama,Nigeria Property Centre
6.0,Duplex,50000000.0,Maitama,Nigeria Property Centre
3.0,Apartment,10000000.0,Jahi,Nigeria Property Centre
2.0,Bungalow,4000000.0,Garki,Nigeria Property Centre
1.0,Apartment,3000000.0,Gwarinpa,Nigeria Property Centre
3.0,Duplex,32000000.0,Jabi,Nigeria Property Centre
5.0,Duplex,25000000.0,Wuse,Nigeria Property Centre
3.0,Bungalow,12000000.0,Katampe,Nigeria Property Centre
1.0,Apartment,2500000.0,Durumi,Nigeria Property Centre
2.0,Apartment,7000000.0,Jahi,Nigeria Property Centre
1.0,Apartment,2500000.0,Life Camp,Nigeria Property Centre
2.0,Apartment,8000000.0,Guzape,Nigeria Property Centre
2.0,Apartment,3000000.0,Apo,Nigeria Property Centre
4.0,Duplex,10000000.0,Life Camp,Nigeria Property Centre
2.0,Apartment,4000000.0,Idu,Nigeria Property Centre
3.0,Apartment,20000000.0,Jahi,Nigeria Property Centre
2.0,Apartment,3500000.0,Lokogoma,Nigeria Property Centre
4.0,Duplex,20000000.0,Kado,Nigeria Property Centre
1.0,Apartment,4500000.0,Wuye,Nigeria Property Centre
5.0,Duplex,30000000.0,Guzape,Nigeria Property Centre
3.0,Bungalow,15000000.0,Kado,Nigeria Property Centre
5.0,Duplex,50000000.0,Maitama,Nigeria Property Centre
3.0,Duplex,32000000.0,Jabi,Nigeria Property Centre
2.0,Apartment,3500000.0,Gwarinpa,Nigeria Property Centre
3.0,Duplex,5000000.0,Apo,Nigeria Property Centre
3.0,Duplex,7500000.0,Gwarinpa,Nigeria Property Centre
2.0,Apartment,5000000.0,Gwarinpa,Nigeria Property Centre
1.0,Apartment,3000000.0,Life Camp,Nigeria Property Centre
1.0,Apartment,3500000.0,Jabi,Nigeria Property Centre
1.0,Apartment,3000000.0,Gwarinpa,Nigeria Property Centre
4.0,Duplex,240000000.0,Maitama,Nigeria Property Centre
2.0,Apartment,5000000.0,Garki,Nigeria Property Centre
4.0,Duplex,5000000.0,Life Camp,Nigeria Property Centre
4.0,Duplex,15000000.0,Wuye,Nigeria Property Centre
4.0,Duplex,15000000.0,Life Camp,Nigeria Property Centre
3.0,Duplex,32000000.0,Jabi,Nigeria Property Centre
3.0,Apartment,8000000.0,Garki,Nigeria Property Centre
2.0,Apartment,4000000.0,Gwarinpa,Nigeria Property Centre
4.0,Duplex,15000000.0,Mabushi,Nigeria Property Centre
2.0,Apartment,7000000.0,Jahi,Nigeria Property Centre
4.0,Duplex,8000000.0,Idu,Nigeria Property Centre
3.0,Apartment,8000000.0,Jahi,Nigeria Property Centre
2.0,Apartment,4000000.0,Durumi,Nigeria Property Centre
4.0,Duplex,20000000.0,Katampe,Nigeria Property Centre
4.0,Duplex,25000000.0,Wuse,Nigeria Property Centre
6.0,Duplex,50000000.0,Maitama,Nigeria Property Centre
3.0,Duplex,6500000.0,Gwarinpa,Nigeria Property Centre
3.0,Apartment,35000000.0,Jabi,Nigeria Property Centre
2.0,Apartment,13000000.0,Mabushi,Nigeria Property Centre
4.0,Duplex,10000000.0,Gwarinpa,Nigeria Property Centre
4.0,Duplex,10000000.0,Gwarinpa,Nigeria Property Centre
3.0,Duplex,32000000.0,Jabi,Nigeria Property Centre
6.0,Duplex,40000000.0,Wuse,Nigeria Property Centre
5.0,Duplex,18000000.0,Katampe,Nigeria Property Centre
1.0,Apartment,10000000.0,Katampe,Nigeria Property Centre
1.0,Apartment,4000000.0,Katampe,Nigeria Property Centre
2.0,Apartment,25000000.0,Asokoro,Nigeria Property Centre
4.0,Duplex,5500000.0,Lugbe,Nigeria Property Centre
2.0,Apartment,3500000.0,Idu,Nigeria Property Centre
5.0,Duplex,30000000.0,Wuse,Nigeria Property Centre
4.0,Duplex,13500000.0,Apo,Nigeria Property Centre
4.0,Duplex,5000000.0,Lokogoma,Nigeria Property Centre
6.0,Duplex,50000000.0,Maitama,Nigeria Property Centre
4.0,Duplex,25000000.0,Wuse,Nigeria Property Centre
1.0,Apartment,10000000.0,Guzape,Nigeria Property Centre
4.0,Apartment,8000000.0,Wuye,Nigeria Property Centre
5.0,Duplex,15000000.0,Wuye,Nigeria Property Centre
3.0,Duplex,32000000.0,Jabi,Nigeria Property Centre
4.0,Duplex,12000000.0,Mabushi,Nigeria Property Centre
3.0,Apartment,8000000.0,Jahi,Nigeria Property Centre
4.0,Duplex,30000000.0,Maitama,Nigeria Property Centre
3.0,Apartment,8000000.0,Mabushi,Nigeria Property Centre
3.0,Apartment,15000000.0,Wuse,Nigeria Property Centre
3.0,Apartment,10000000.0,Mabushi,Nigeria Property Centre
4.0,Duplex,25000000.0,Apo,Nigeria Property Centre
4.0,Duplex,15000000.0,Life Camp,Nigeria Property Centre
2.0,Apartment,2700000.0,Lugbe,Nigeria Property Centre
4.0,Duplex,200000000.0,Durumi,Nigeria Property Centre
4.0,Duplex,15000000.0,Life Camp,Nigeria Property Centre
3.0,Apartment,4000000.0,Life Camp,Nigeria Property Centre
2.0,Apartment,3500000.0,Life Camp,Nigeria Property Centre
3.0,Bungalow,6000000.0,Lokogoma,Nigeria Property Centre
3.0,Apartment,9000000.0,Jahi,Nigeria Property Centre
2.0,Apartment,7000000.0,Wuye,Nigeria Property Centre
3.0,Duplex,32000000.0,Jabi,Nigeria Property Centre
3.0,Apartment,7000000.0,Kaura,Nigeria Property Centre
5.0,Duplex,18000000.0,Katampe,Nigeria Property Centre
1.0,Apartment,2500000.0,Life Camp,Nigeria Property Centre
4.0,Duplex,60000000.0,Wuse,Nigeria Property Centre
3.0,Apartment,6000000.0,Jabi,Nigeria Property Centre
5.0,Duplex,20000000.0,Guzape,Nigeria Property Centre
9.0,Duplex,180000000.0,Maitama,Nigeria Property Centre
12.0,Duplex,80000000.0,Maitama,Nigeria Property Centre
3.0,Duplex,10000000.0,Apo,Nigeria Property Centre
4.0,Duplex,20000000.0,Wuye,Nigeria Property Centre
3.0,Apartment,3000000.0,Lugbe,Nigeria Property Centre
4.0,Duplex,7000000.0,Lugbe,Nigeria Property Centre
3.0,Apartment,220000000.0,Jahi,Nigeria Property Centre
3.0,Apartment,10000000.0,Utako,Nigeria Property Centre
3.0,Duplex,32000000.0,Jabi,Nigeria Property Centre
3.0,Apartment,5000000.0,Katampe,Nigeria Property Centre
1.0,Apartment,5000000.0,Katampe,Nigeria Property Centre
2.0,Apartment,7000000.0,Wuye,Nigeria Property Centre
4.0,Duplex,12000000.0,Mabushi,Nigeria Property Centre
3.0,Apartment,4500000.0,Durumi,Nigeria Property Centre
2.0,Apartment,6000000.0,Guzape,Nigeria Property Centre
3.0,Duplex,4000000.0,Lugbe,Nigeria Property Centre
5.0,Duplex,12000000.0,Life Camp,Nigeria Property Centre
2.0,Apartment,10000000.0,Jahi,Nigeria Property Centre
3.0,Apartment,8500000.0,Jahi,Nigeria Property Centre
3.0,Apartment,15000000.0,Maitama,Nigeria Property Centre
4.0,Duplex,15000000.0,Wuye,Nigeria Property Centre
4.0,Duplex,4500000.0,Lugbe,Nigeria Property Centre
4.0,Duplex,18000000.0,Mabushi,Nigeria Property Centre
2.0,Apartment,5000000.0,Jabi,Nigeria Property Centre
1.0,Apartment,2000000.0,Apo,Nigeria Property Centre
4.0,Duplex,14000000.0,Mabushi,Nigeria Property Centre
7.0,Duplex,80000000.0,Maitama,Nigeria Property Centre
3.0,Duplex,32000000.0,Jabi,Nigeria Property Centre
5.0,Duplex,12000000.0,Lugbe,Nigeria Property Centre
4.0,Duplex,25000000.0,Katampe,Nigeria Property Centre
5.0,Duplex,25000000.0,Wuye,Nigeria Property Centre
9.0,Duplex,203245500.0,Maitama,Nigeria Property Centre
2.0,Duplex,7000000.0,Life Camp,Nigeria Property Centre
4.0,Duplex,13000000.0,Jabi,Nigeria Property Centre
3.0,Duplex,5500000.0,Lugbe,Nigeria Property Centre
2.0,Apartment,15000000.0,Jahi,Nigeria Property Centre
1.0,Apartment,2000000.0,Lugbe,Nigeria Property Centre
4.0,Duplex,25000000.0,Asokoro,Nigeria Property Centre
4.0,Duplex,17000000.0,Lokogoma,Nigeria Property Centre
3.0,Apartment,4000000.0,Durumi,Nigeria Property Centre
6.0,Duplex,50000000.0,Maitama,Nigeria Property Centre
5.0,Duplex,20000000.0,Jahi,Nigeria Property Centre
4.0,Duplex,15000000.0,Asokoro,Nigeria Property Centre
3.0,Apartment,30000000.0,Maitama,Nigeria Property Centre
3.0,Apartment,20000000.0,Maitama,Nigeria Property Centre
3.0,Duplex,32000000.0,Jabi,Nigeria Property Centre
2.0,Apartment,6500000.0,Katampe,Nigeria Property Centre
3.0,Apartment,20000000.0,Maitama,Nigeria Property Centre
1.0,Apartment,4500000.0,Guzape,Nigeria Property Centre
4.0,Duplex,15000000.0,Guzape,Nigeria Property Centre
2.0,Apartment,12000000.0,Jahi,Nigeria Property Centre
2.0,Bungalow,26000000.0,Maitama,Nigeria Property Centre
3.0,Bungalow,12000000.0,Wuse,Nigeria Property Centre
2.0,Apartment,15000000.0,Jahi,Nigeria Property Centre
2.0,Apartment,15000000.0,Guzape,Nigeria Property Centre
3.0,Apartment,20000000.0,Maitama,Nigeria Property Centre
3.0,Apartment,8500000.0,Jahi,Nigeria Property Centre
3.0,Duplex,10000000.0,Asokoro,Nigeria Property Centre
7.0,Duplex,45000000.0,Asokoro,Nigeria Property Centre
2.0,Bungalow,9000000.0,Jahi,Nigeria Property Centre
2.0,Apartment,2000000.0,Idu,Nigeria Property Centre
3.0,Duplex,32000000.0,Jabi,Nigeria Property Centre
3.0,Apartment,8000000.0,Garki,Nigeria Property Centre
3.0,Apartment,6000000.0,Garki,Nigeria Property Centre
4.0,Duplex,25000000.0,Katampe,Nigeria Property Centre
4.0,Duplex,12500000.0,Katampe,Nigeria Property Centre
4.0,Duplex,25000000.0,Maitama,Nigeria Property Centre
4.0,Duplex,12000000.0,Life Camp,Nigeria Property Centre
4.0,Duplex,25000000.0,Maitama,Nigeria Property Centre
2.0,Apartment,12000000.0,Jahi,Nigeria Property Centre
4.0,Duplex,50000000.0,Maitama,Nigeria Property Centre
4.0,Duplex,27000000.0,Maitama,Nigeria Property Centre
4.0,Duplex,190000000.0,Lugbe,Nigeria Property Centre
3.0,Apartment,7000000.0,Jahi,Nigeria Property Centre
4.0,Duplex,15000000.0,Jahi,Nigeria Property Centre
4.0,Duplex,13000000.0,Jahi,Nigeria Property Centre
5.0,Duplex,18000000.0,Guzape,Nigeria Property Centre
3.0,Apartment,20000000.0,Maitama,Nigeria Property Centre
4.0,Duplex,10000000.0,Mabushi,Nigeria Property Centre
3.0,Apartment,8000000.0,Kaura,Nigeria Property Centre
3.0,Apartment,7000000.0,Wuye,Nigeria Property Centre
3.0,Duplex,32000000.0,Jabi,Nigeria Property Centre
3.0,Apartment,20000000.0,Katampe,Nigeria Property Centre
4.0,Duplex,15000000.0,Maitama,Nigeria Property Centre
5.0,Duplex,11000000.0,Gwarinpa,Nigeria Property Centre
5.0,Duplex,25000000.0,Wuye,Nigeria Property Centre
3.0,Bungalow,16000000.0,Maitama,Nigeria Property Centre
3.0,Apartment,8000000.0,Mabushi,Nigeria Property Centre
3.0,Apartment,180000000.0,Maitama,Nigeria Property Centre
4.0,Duplex,6000000.0,Gwarinpa,Nigeria Property Centre
2.0,Apartment,3000000.0,Idu,Nigeria Property Centre
6.0,Duplex,60000000.0,Maitama,Nigeria Property Centre
3.0,Bungalow,10000000.0,Jahi,Nigeria Property Centre
5.0,Duplex,15000000.0,Mabushi,Nigeria Property Centre
3.0,Apartment,8000000.0,Jabi,Nigeria Property Centre
4.0,Duplex,30000000.0,Wuse,Nigeria Property Centre
2.0,Apartment,12000000.0,Wuse,Nigeria Property Centre
3.0,Apartment,6000000.0,Jabi,Nigeria Property Centre
3.0,Duplex,32000000.0,Jabi,Nigeria Property Centre
5.0,Duplex,30000000.0,Katampe,Nigeria Property Centre
2.0,Apartment,10000000.0,Jahi,Nigeria Property Centre
4.0,Bungalow,10000000.0,Gwarinpa,Nigeria Property Centre
28.0,Duplex,105000000.0,Jahi,Nigeria Property Centre
34.0,Apartment,10000000.0,Wuse,Nigeria Property Centre
4.0,Duplex,12000000.0,Mabushi,Nigeria Property Centre
1.0,Apartment,1800000.0,Gwarinpa,Nigeria Property Centre
2.0,Bungalow,3000000.0,Gwarinpa,Nigeria Property Centre
1.0,Apartment,4000000.0,Utako,Nigeria Property Centre
2.0,Bungalow,3500000.0,Gwarinpa,Nigeria Property Centre
1.0,Apartment,2500000.0,Life Camp,Nigeria Property Centre
4.0,Duplex,15000000.0,Guzape,Nigeria Property Centre
4.0,Duplex,450000000.0,Guzape,Nigeria Property Centre
5.0,Duplex,100000000.0,Maitama,Nigeria Property Centre
3.0,Duplex,10000000.0,Kado,Nigeria Property Centre
3.0,Apartment,20000000.0,Jahi,Nigeria Property Centre
3.0,Duplex,32000000.0,Jabi,Nigeria Property Centre
4.0,Duplex,17000008.0,Katampe,Nigeria Property Centre
6.0,Duplex,30000000.0,Katampe,Nigeria Property Centre
4.0,Duplex,25000000.0,Maitama,Nigeria Property Centre
3.0,Apartment,8000000.0,Wuye,Nigeria Property Centre
2.0,Apartment,4500000.0,Gwarinpa,Nigeria Property Centre
4.0,Duplex,13000000.0,Jahi,Nigeria Property Centre
3.0,Apartment,8000000.0,Guzape,Nigeria Property Centre
4.0,Duplex,30000000.0,Katampe,Nigeria Property Centre
3.0,Duplex,6000000.0,Life Camp,Nigeria Property Centre
5.0,Duplex,13000000.0,Life Camp,Nigeria Property Centre
4.0,Duplex,4500000.0,Lugbe,Nigeria Property Centre
5.0,Duplex,13000000.0,Life Camp,Nigeria Property Centre
3.0,Duplex,32000000.0,Jabi,Nigeria Property Centre
4.0,Duplex,16500000.0,Katampe,Nigeria Property Centre
3.0,Apartment,40000000.0,Maitama,Nigeria Property Centre
3.0,Apartment,250000000.0,Asokoro,Nigeria Property Centre
4.0,Duplex,20000000.0,Guzape,Nigeria Property Centre
2.0,Apartment,60000000.0,Jahi,Nigeria Property Centre
3.0,Apartment,10000000.0,Jahi,Nigeria Property Centre
4.0,Duplex,18000000.0,Guzape,Nigeria Property Centre
5.0,Duplex,30000000.0,Asokoro,Nigeria Property Centre
2.0,Apartment,32000000.0,Garki,Nigeria Property Centre
4.0,Duplex,10000000.0,Life Camp,Nigeria Property Centre
4.0,Duplex,15000000.0,Asokoro,Nigeria Property Centre
5.0,Duplex,63000000.0,Guzape,Nigeria Property Centre
5.0,Duplex,60000000.0,Guzape,Nigeria Property Centre
5.0,Duplex,15000000.0,Kado,Nigeria Property Centre
2.0,Apartment,15000000.0,Wuse,Nigeria Property Centre
3.0,Duplex,32000000.0,Jabi,Nigeria Property Centre
3.0,Apartment,10000000.0,Katampe,Nigeria Property Centre
2.0,Apartment,4500000.0,Apo,Nigeria Property Centre
3.0,Apartment,14500000.0,Guzape,Nigeria Property Centre
3.0,Apartment,15000000.0,Durumi,Nigeria Property Centre
3.0,Apartment,8000000.0,Jahi,Nigeria Property Centre
4.0,Duplex,15000000.0,Jahi,Nigeria Property Centre
4.0,Duplex,60000000.0,Maitama,Nigeria Property Centre
3.0,Apartment,35000000.0,Maitama,Nigeria Property Centre
6.0,Duplex,50000000.0,Maitama,Nigeria Property Centre
4.0,Duplex,28000000.0,Guzape,Nigeria Property Centre
3.0,Duplex,7000000.0,Kabusa,Nigeria Property Centre
3.0,Apartment,9000000.0,Mabushi,Nigeria Property Centre
4.0,Duplex,12000000.0,Jahi,Nigeria Property Centre
3.0,Duplex,32000000.0,Jabi,Nigeria Property Centre
2.0,Apartment,2500000.0,Lugbe,Nigeria Property Centre
7.0,Duplex,45000000.0,Apo,Nigeria Property Centre
3.0,Apartment,10000000.0,Wuye,Nigeria Property Centre
5.0,Duplex,60000000.0,Asokoro,Nigeria Property Centre
4.0,Duplex,12000000.0,Gwarinpa,Nigeria Property Centre
7.0,Duplex,203245500.0,Asokoro,Nigeria Property Centre
3.0,Apartment,45000000.0,Wuye,Nigeria Property Centre
3.0,Apartment,6000000.0,Life Camp,Nigeria Property Centre
5.0,Duplex,30000000.0,Guzape,Nigeria Property Centre
2.0,Apartment,6000000.0,Jahi,Nigeria Property Centre
5.0,Duplex,18000000.0,Katampe,Nigeria Property Centre
3.0,Apartment,5500000.0,Idu,Nigeria Property Centre
2.0,Apartment,15000000.0,Wuse,Nigeria Property Centre
3.0,Apartment,35000000.0,Maitama,Nigeria Property Centre
2.0,Apartment,6000000.0,Life Camp,Nigeria Property Centre
5.0,Duplex,12000000.0,Jahi,Nigeria Property Centre
3.0,Duplex,32000000.0,Jabi,Nigeria Property Centre
4.0,Duplex,25000000.0,Katampe,Nigeria Property Centre
5.0,Duplex,25000000.0,Gwarinpa,Nigeria Property Centre
2.0,Apartment,100000000.0,Garki,Nigeria Property Centre
2.0,Apartment,5000000.0,Durumi,Nigeria Property Centre
4.0,Duplex,12000000.0,Apo,Nigeria Property Centre
3.0,Apartment,20000000.0,Maitama,Nigeria Property Centre
3.0,Duplex,7000000.0,Gwarinpa,Nigeria Property Centre
4.0,Duplex,15000000.0,Guzape,Nigeria Property Centre
2.0,Apartment,5500000.0,Katampe,Nigeria Property Centre
4.0,Duplex,30000000.0,Guzape,Nigeria Property Centre
3.0,Apartment,8000000.0,Garki,Nigeria Property Centre
3.0,Apartment,8000000.0,Life Camp,Nigeria Property Centre
2.0,Apartment,7000000.0,Life Camp,Nigeria Property Centre
4.0,Duplex,10000000.0,Life Camp,Nigeria Property Centre
2.0,Bungalow,4500000.0,Gwarinpa,Nigeria Property Centre
5.0,Duplex,20000000.0,Jabi,Nigeria Property Centre
2.0,Duplex,4000000.0,Gwarinpa,Nigeria Property Centre
2.0,Apartment,45000000.0,Jahi,Nigeria Property Centre
2.0,Apartment,6500000.0,Wuye,Nigeria Property Centre
3.0,Duplex,32000000.0,Jabi,Nigeria Property Centre
4.0,Duplex,12000000.0,Katampe,Nigeria Property Centre
4.0,Duplex,18000000.0,Katampe,Nigeria Property Centre
4.0,Duplex,18000000.0,Katampe,Nigeria Property Centre
3.0,Apartment,10000000.0,Katampe,Nigeria Property Centre
4.0,Duplex,25000000.0,Katampe,Nigeria Property Centre
4.0,Duplex,20000000.0,Katampe,Nigeria Property Centre
4.0,Duplex,8000000.0,Lugbe,Nigeria Property Centre
4.0,Duplex,13000000.0,Jabi,Nigeria Property Centre
5.0,Duplex,20000000.0,Katampe,Nigeria Property Centre
3.0,Apartment,5500000.0,Durumi,Nigeria Property Centre
2.0,Bungalow,3500000.0,Lugbe,Nigeria Property Centre
5.0,Duplex,35000000.0,Jabi,Nigeria Property Centre
4.0,Duplex,35000000.0,Asokoro,Nigeria Property Centre
8.0,Duplex,40000000.0,Asokoro,Nigeria Property Centre
3.0,Duplex,32000000.0,Jabi,Nigeria Property Centre
4.0,Duplex,10000000.0,Gwarinpa,Nigeria Property Centre
2.0,Apartment,12000000.0,Jahi,Nigeria Property Centre
3.0,Apartment,10000000.0,Wuye,Nigeria Property Centre
4.0,Duplex,18000000.0,Wuye,Nigeria Property Centre
3.0,Apartment,60973650.0,Wuse,Nigeria Property Centre
3.0,Apartment,54198800.0,Wuse,Nigeria Property Centre
4.0,Duplex,25000000.0,Maitama,Nigeria Property Centre
6.0,Duplex,30000000.0,Wuye,Nigeria Property Centre
4.0,Duplex,15000000.0,Guzape,Nigeria Property Centre
4.0,Duplex,16000000.0,Life Camp,Nigeria Property Centre
4.0,Duplex,20000000.0,Guzape,Nigeria Property Centre
2.0,Apartment,12000000.0,Jahi,Nigeria Property Centre
4.0,Duplex,15000000.0,Guzape,Nigeria Property Centre
3.0,Bungalow,8500000.0,Life Camp,Nigeria Property Centre
4.0,Duplex,5000000.0,Lugbe,Nigeria Property Centre
5.0,Duplex,60000000.0,Guzape,Nigeria Property Centre
4.0,Duplex,10000000.0,Life Camp,Nigeria Property Centre
3.0,Duplex,32000000.0,Jabi,Nigeria Property Centre
5.0,Duplex,20000000.0,Kaura,Nigeria Property Centre
6.0,Duplex,35000000.0,Katampe,Nigeria Property Centre
3.0,Apartment,30000000.0,Katampe,Nigeria Property Centre
4.0,Duplex,15000000.0,Guzape,Nigeria Property Centre
4.0,Duplex,15000000.0,Life Camp,Nigeria Property Centre
2.0,Apartment,15000000.0,Jahi,Nigeria Property Centre
4.0,Duplex,10000000.0,Jabi,Nigeria Property Centre
4.0,Duplex,9000000.0,Lugbe,Nigeria Property Centre
2.0,Apartment,6000000.0,Wuye,Nigeria Property Centre
2.0,Apartment,6500000.0,Wuye,Nigeria Property Centre
2.0,Apartment,3500000.0,Lugbe,Nigeria Property Centre
4.0,Apartment,15000000.0,Guzape,Nigeria Property Centre
2.0,Apartment,12000000.0,Jahi,Nigeria Property Centre
2.0,Apartment,15000000.0,Guzape,Nigeria Property Centre
5.0,Duplex,25000000.0,Asokoro,Nigeria Property Centre
3.0,Apartment,20000000.0,Maitama,Nigeria Property Centre
3.0,Duplex,32000000.0,Jabi,Nigeria Property Centre
5.0,Duplex,35000000.0,Katampe,Nigeria Property Centre
5.0,Duplex,30000000.0,Katampe,Nigeria Property Centre
5.0,Duplex,20000000.0,Katampe,Nigeria Property Centre
4.0,Duplex,25000000.0,Asokoro,Nigeria Property Centre
3.0,Apartment,10000000.0,Jabi,Nigeria Property Centre
2.0,Apartment,7000000.0,Utako,Nigeria Property Centre
4.0,Duplex,20000000.0,Wuye,Nigeria Property Centre
3.0,Apartment,6000000.0,Idu,Nigeria Property Centre
5.0,Duplex,94847900.0,Asokoro,Nigeria Property Centre
1.0,Apartment,2500000.0,Gwarinpa,Nigeria Property Centre
8.0,Duplex,100000000.0,Maitama,Nigeria Property Centre
7.0,Duplex,80000000.0,Maitama,Nigeria Property Centre
4.0,Duplex,8000000.0,Gwarinpa,Nigeria Property Centre
5.0,Duplex,20000000.0,Jabi,Nigeria Property Centre
5.0,Duplex,130000000.0,Asokoro,Nigeria Property Centre
3.0,Apartment,180000000.0,Maitama,Nigeria Property Centre
4.0,Duplex,15000000.0,Katampe,Nigeria Property Centre
3.0,Apartment,5000000.0,Lokogoma,Nigeria Property Centre
3.0,Duplex,32000000.0,Jabi,Nigeria Property Centre
4.0,Duplex,12000000.0,Katampe,Nigeria Property Centre
3.0,Duplex,7000000.0,Gwarinpa,Nigeria Property Centre
3.0,Apartment,8000000.0,Gwarinpa,Nigeria Property Centre
2.0,Apartment,7000000.0,Wuye,Nigeria Property Centre
9.0,Duplex,40000000.0,Wuse,Nigeria Property Centre
3.0,Duplex,12000000.0,Asokoro,Nigeria Property Centre
4.0,Duplex,13000000.0,Guzape,Nigeria Property Centre
5.0,Duplex,30000000.0,Wuse,Nigeria Property Centre
4.0,Duplex,28000000.0,Wuse,Nigeria Property Centre
5.0,Duplex,180000000.0,Lugbe,Nigeria Property Centre
1.0,Apartment,10000000.0,Asokoro,Nigeria Property Centre
2.0,Duplex,20000000.0,Asokoro,Nigeria Property Centre
6.0,Duplex,50000000.0,Gwarinpa,Nigeria Property Centre
5.0,Duplex,8000000.0,Idu,Nigeria Property Centre
3.0,Duplex,9000000.0,Asokoro,Nigeria Property Centre
3.0,Duplex,32000000.0,Jabi,Nigeria Property Centre
